;form;lemmi;postag;conteggio_lemmi;conteggio_postag
5726;ἐνδείξει;['ἔνδειξις'];['n-s---fd-'];1;1
5727;πίστει;['πίστις'];['n-s---fd-'];1;1
5728;ὁμιλία;['ὁμιλία'];['n-s---fn-'];1;1
5729;πολλή;['πολύς'];['a-s---fn-'];1;1
5730;ἐπῄνει;['ἐπαινέω'];['v3siia---'];1;1
5731;εἰδὼς;['οἶδα'];['v-srpamn-'];1;1
5732;συνηγορίας;['συνηγορία'];['n-s---fg-'];1;1
5733;αὑτὴν;['ἑαυτοῦ'];['p-s---fa-'];1;1
5734;συνίστησιν;['συνίστημι'];['v3spia---'];1;1
5735;ἐνταῦθά;['ἐνταῦθα'];['d--------'];1;1
5736;τελώνας;['τελώνης'];['n-p---ma-'];1;1
5737;περιέστημεν;['περιίστημι'];['v1paia---'];1;1
5738;σταδίων;['στάδιον'];['n-p---ng-'];1;1
5739;πλοῖον;['πλοῖον'];['n-s---na-', 'n-s---nn-'];1;2
5740;ὁρμεῖ;['ὁρμάω'];['v3spia---'];1;1
5741;ἔφραζεν;['φράζω'];['v3siia---'];1;1
5742;παρῆσαν;['πάρειμι'];['v3piia---'];1;1
5743;νυμφαγωγοῦσαι;['νυμφαγωγέω'];['v-pppafn-'];1;1
5744;ἡμετέροις;['ἡμέτερος'];['a-p---nd-'];1;1
5745;χωρίοις;['χωρίον'];['n-p---nd-'];1;1
5746;ὡρμίσασθε;['ὁρμίζω'];['v2paim---'];1;1
5747;ἀγούσης;['ἄγω'];['v-sppafg-'];1;1
5748;ἀναλάβητε;['ἀναλαμβάνω'];['v2pasa---'];1;1
5749;ἔπαυλις;['ἔπαυλις'];['n-s---fn-'];1;1
5750;κατεσκεύασται;['κατασκευάζω'];['v3srie---'];1;1
5751;πολυτελῶς;['πολυτελής'];['d--------'];1;1
5752;ἥσθη;['ἥδομαι'];['v3saip---'];1;1
5753;εὐκολωτέραν;['εὔκολος'];['a-s---fac'];1;1
5754;ἄξω;['ἄγω'];['v1sfia---'];1;1
5755;δεξιὰς;['δεξιός'];['a-p---fa-'];1;1
5756;ἀπηλλάγησαν;['ἀπαλλάσσω'];['v3paip---'];1;1
5757;μακρά;['μακρός'];['a-p---na-', 'a-p---nn-', 'a-s---fn-'];1;3
5758;σπεύδοντος;['σπεύδω'];['v-sppamg-'];1;1
5759;ἀγοράσαι;['ἀγοράζω'];['v--ana---'];1;1
5760;ὑστεραίᾳ;['ὑστεραῖος'];['a-s---fd-'];1;1
5761;παρέπλευσεν;['παραπλέω'];['v3saia---'];1;1
5762;προκαταλάβῃ;['προκαταλαμβάνω'];['v3sasa---'];1;1
5763;ἔμπορον;['ἔμπορος'];['a-s---ma-', 'n-s---ma-'];1;2
5764;ἡμέρᾳ;['ἡμέρα'];['n-s---fd-'];1;1
5765;ἀκτὴν;['ἀκτή'];['n-s---fa-'];1;1
5766;ποθοῦσιν;['ποθέω'];['v-pppamd-'];1;1
5767;ἐπέστη;['ἐφίστημι'];['v3saia---'];1;1
5768;συνεργοῖς;['συνεργοῖς', 'συνεργός'];['a-p---md-', 'n-p---md-'];2;2
5769;διηγησάμενος;['διηγέομαι'];['v-sapmmn-'];1;1
5770;κολακεύειν;['κολακεύω'];['v--pna---'];1;1
5771;θύγατερ;['θυγάτηρ'];['n-s---fv-'];1;1
5772;ἤθελόν;['ἐθέλω'];['v1siia---'];1;1
5773;σοὺς;['σός'];['a-p---ma-'];1;1
5774;ἀπαγαγεῖν;['ἀπάγω'];['v--ana---'];1;1
5775;ὑμέναιος;['ὑμέναιος'];['n-s---mn-'];1;1
5776;ᾔδετο;['ἀείδω'];['v3siie---'];1;1
5777;ἐναντίου;['ἐναντίος'];['a-s---mg-', 'a-s---ng-'];1;2
5778;διεκωλύθην;['διακωλύω'];['v1saip---'];1;1
5779;ἐπίστασαι;['ἐπίσταμαι'];['v2spie---'];1;1
5780;πόσην;['πόσος'];['p-s---fa-'];1;1
5781;πεποίημαι;['ποιέω'];['v1srie---'];1;1
5782;καθαρὰν;['καθαρός'];['a-s---fa-'];1;1
5783;ἐτηρήσαμεν;['τηρέω'];['v1paia---'];1;1
5784;ἀνύβριστον;['ἀνύβριστος'];['a-s---fa-'];1;1
5785;ἀπολήψεταί;['ἀπολαμβάνω'];['v3sfim---'];1;1
5786;θαλάμου;['θάλαμος'];['n-s---mg-'];1;1
5787;σωθεῖσαν;['σῴζω'];['v-sappfa-'];1;1
5788;Λυκίας;['Λυκία'];['n-s---fg-'];1;1
5789;διαδραμεῖν;['διατρέχω'];['v--ana---'];1;1
5790;ταλαιπωρεῖν;['ταλαιπωρέω'];['v--pna---'];1;1
5791;χαλεπῶς;['χαλεπός'];['d--------'];1;1
5792;ναυτιῶσαν;['ναυτιάω'];['v-sppafa-'];1;1
5793;παραθήσομαί;['παρατίθημι'];['v1sfim---'];1;1
5794;φίλοις;['φίλος'];['a-p---md-', 'n-p---md-'];1;2
5795;πιστοῖς;['πιστός'];['a-p---md-'];1;1
5796;ἐπανιὼν;['ἐπάνειμι'];['v-sppamn-'];1;1
5797;παραλήψομαι;['παραλαμβάνω'];['v1sfim---'];1;1
5798;λάβε;['λαμβάνω'];['v2sama---'];1;1
5799;σῶν;['σός'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-', 'p-p---ng-'];1;4
5800;θέλῃς;['ἐθέλω'];['v2spsa---'];1;1
5801;λοιπὰ;['λοιπός'];['a-p---na-', 'a-p---nn-'];1;2
5802;τηροῦμεν;['τηρέω'];['v1ppia---'];1;1
5803;ἐγέλασε;['γελάω'];['v3saia---'];1;1
5804;καίτοι;['καί', 'καίτοι'];['c--------', 'd--------'];2;2
5805;λυπουμένη;['λυπέω'];['v-sppefn-'];1;1
5806;ἀνόητον;['ἀνόητος'];['a-s---fa-', 'a-s---na-'];1;2
5807;ὑπελάμβανεν;['ὑπολαμβάνω'];['v3siia---'];1;1
5808;ἠπίστατο;['ἐπίσταμαι'];['v3siie---'];1;1
5809;εὐγενείας;['εὐγένεια'];['n-s---fg-'];1;1
5810;εὐτυχεστέραν;['εὐτυχής'];['a-s---fac'];1;1
5811;ἀπαλλαγῆναι;['ἀπαλλάσσω'];['v--anp---'];1;1
5812;λῃστῶν;['λῃστής'];['n-p---mg-'];1;1
5813;μεσταὶ;['μεστός'];['a-p---fn-'];1;1
5814;ῥύμαι;['ῥύμη'];['n-p---fn-'];1;1
5815;λαμπάδων;['λαμπάς'];['n-p---fg-'];1;1
5816;ἀποδοῖεν;['ἀποδέω'];['v3ppoa---'];1;1
5817;θεοὶ;['θεός'];['n-p---mn-'];1;1
5818;ἀξίας;['ἀξία', 'ἄξιος'];['a-p---fa-', 'n-p---fa-', 'n-s---fg-'];2;3
5819;ἀμοιβάς;['ἀμοιβή'];['n-p---fa-'];1;1
5820;ἐνταφίοις;['ἐνταφίον'];['n-p---nd-'];1;1
5821;δυσοιώνιστον;['δυσοιώνιστος'];['a-s---na-'];1;1
5822;ὑπολαμβάνω;['ὑπολαμβάνω'];['v1spia---'];1;1
5823;φυλάξατε;['φυλάσσω'];['v2pama---'];1;1
5824;ἀρκεῖ;['ἀρκέω'];['v3spia---'];1;1
5825;δακτυλίδιον;['δακτυλίδιον'];['n-s---nn-'];1;1
5826;εἶχον;['ἔχω'];['v1siia---', 'v3piia---'];1;2
5827;νεκρά;['νεκρός'];['a-s---fn-'];1;1
5828;συγκαλυψαμένη;['συγκαλύπτω'];['v-sapmfn-'];1;1
5829;ἄγε;['ἄγω'];['v2spma---'];1;1
5830;ποτὲ;['ποτέ'];['d--------'];1;1
5831;τόπος;['τόπος'];['n-s---mn-'];1;1
5832;ἐπαύλεως;['ἔπαυλις'];['n-s---fg-'];1;1
5833;ἐστρατήγησέ;['στρατηγέω'];['v3saia---'];1;1
5834;ἀποκαλύψας;['ἀποκαλύπτω'];['v-sapamn-'];1;1
5835;διανοίξας;['διανοίγνυμι'];['v-sapamn-'];1;1
5836;κατεπλάγησαν;['καταπλήσσω'];['v3paip---'];1;1
5837;δοκοῦντες;['δοκέω'];['v-pppamn-'];1;1
5838;θεὰν;['θεά'];['n-s---fa-'];1;1
5839;ἑωρακέναι;['ὁράω'];['v--rna---'];1;1
5840;ἐρραίνετο;['ῥαίνω'];['v3siie---'];1;1
5841;πρόθυρα;['πρόθυρον'];['n-p---na-', 'n-p---nn-'];1;2
5842;οἴνῳ;['οἶνος'];['n-s---md-', 'n-s---nd-'];1;2
5843;μύροις;['μύρον'];['n-p---nd-'];1;1
5844;ἀγροῖς;['ἀγρός'];['n-p---md-'];1;1
5845;Ἀφροδίτην;['Ἀφροδίτη'];['n-s---fa-'];1;1
5846;καταπεπληγμένων;['καταπλήσσω'];['v-prpemg-'];1;1
5847;ἑπόμενος;['ἕπομαι'];['v-sppemn-'];1;1
5848;Λεωνᾷ;['Λεωνᾶς'];['n-s---md-'];1;1
5849;ἀνάστα;['ἀνίστημι'];['v2sama---'];1;1
5850;χαρὰ;['χαρά'];['n-s---fn-'];1;1
5851;θαυμασμὸς;['θαυμασμός'];['n-s---mn-'];1;1
5852;ἐπηκολούθησε;['ἐπακολουθέω'];['v3saia---'];1;1
5853;καλλίστῳ;['καλός'];['a-s---nds'];1;1
5854;οἰκημάτων;['οἴκημα'];['n-p---ng-'];1;1
5855;κατακλίναντες;['κατακλίνω'];['v-papamn-'];1;1
5856;εἴασαν;['ἐάω'];['v3paia---'];1;1
5857;ἡσυχάζειν;['ἡσυχάζω'];['v--pna---'];1;1
5858;ἀναπαύσεως;['ἀνάπαυσις'];['n-s---fg-'];1;1
5859;καμάτου;['κάματος'];['n-s---mg-'];1;1
5860;δεξιᾶς;['δεξιά', 'δεξιός'];['a-s---fg-', 'n-s---fg-'];2;2
5861;πιστῶς;['πιστός'];['d--------'];1;1
5862;πεπλήρωται;['πληρόω'];['v3srie---'];1;1
5863;ἔχε;['ἔχω'];['v2spma---'];1;1
5864;ἧκε;['ἥκω', 'ἵημι'];['v2spma---', 'v3saia---', 'v3siia---'];2;3
5865;λάμβανε;['λαμβάνω'];['v2spma---'];1;1
5866;καταγραφὰς;['καταγραφή'];['n-p---fa-'];1;1
5867;ἀποδώσεις;['ἀποδίδωμι'];['v2sfia---'];1;1
5868;ἀμείψασθαι;['ἀμείβω'];['v--anm---'];1;1
5869;πιστεύω;['πιστεύω'];['v1spia---'];1;1
5870;καταγραφῆς;['καταγραφή'];['n-s---fg-'];1;1
5871;προκαταλαβεῖν;['προκαταλαμβάνω'];['v--ana---'];1;1
5872;δεδιὼς;['δείδω'];['v-srpamn-'];1;1
5873;μετάθηται;['μετατίθημι'];['v3sase---'];1;1
5874;ἐθέλοντας;['ἐθέλω'];['v-pppama-'];1;1
5875;ὠνεῖσθαι;['ὠνέομαι'];['v--pne---'];1;1
5876;τάλαντον;['τάλαντον'];['n-s---na-'];1;1
5877;ἀργυρίου;['ἀργύριον'];['n-s---ng-'];1;1
5878;προκομίσας;['προκομίζω'];['v-sapamn-'];1;1
5879;ἠνάγκαζε;['ἀναγκάζω'];['v3siia---'];1;1
5880;ἀκκισάμενος;['ἀκκίζομαι'];['v-sapmmn-'];1;1
5881;λαμβάνει;['λαμβάνω'];['v3spia---'];1;1
5882;ἡδίονα;['ἡδύς'];['a-s---fac'];1;1
5883;ἤγαγον;['ἄγω'];['v1saia---', 'v3paia---'];1;2
5884;Συρακούσιοι;['Συρακούσιος'];['a-p---mn-'];1;1
5885;ἐπινικίων;['ἐπινίκιος'];['a-p---fg-'];1;1
5886;κατέχοντος;['κατέχω'];['v-sppamg-'];1;1
5887;βούλομαι;['βούλομαι'];['v1spie---'];1;1
5888;συμβαλοῦμεν;['συμβάλλω'];['v1pfia---'];1;1
5889;ἀραμένους;['αἴρω'];['v-papmma-'];1;1
5890;ἀγκύρας;['ἄγκυρα'];['n-p---fa-'];1;1
5891;ἀνάγεσθαι;['ἀνάγω'];['v--pne---'];1;1
5892;πρὶν;['πρίν'];['c--------', 'd--------'];1;2
5893;ἐκπύστους;['ἔκπυστος'];['a-p---ma-'];1;1
5894;ἀπεδίδρασκον;['ἀποδιδράσκω'];['v3piia---'];1;1
5895;ἔφερε;['φέρω'];['v3siia---'];1;1
5896;μόνη;['μόνος'];['a-s---fn-'];1;1
5897;ἐξουσίας;['ἐξουσία'];['n-s---fg-'];1;1
5898;ἀπωδύρετο;['ἀποδύρομαι'];['v3siie---'];1;1
5899;τύχην;['τύχη'];['n-s---fa-'];1;1
5900;κατέκλεισεν;['κατακλείω'];['v3saia---'];1;1
5901;ἐρημότερος;['ἐρῆμος'];['a-s---mnc'];1;1
5902;ἐπέσπεισε;['ἐπισπένδω'];['v3saia---'];1;1
5903;ᾐσθόμην;['αἰσθάνομαι'];['v1saim---'];1;1
5904;τεθνεῶσα;['θνῄσκω'];['v-srpafn-'];1;1
5905;καλέσω;['καλέω'];['v1sasa---'];1;1
5906;γινώσκεις;['γιγνώσκω'];['v2spia---'];1;1
5907;βάσκανε;['βάσκανος'];['a-s---fv-'];1;1
5908;ἐπληρώθης;['πληρόω'];['v2saip---'];1;1
5909;ἐραστήν;['ἐραστής'];['n-s---ma-'];1;1
5910;φονέα;['φονεύς'];['n-s---ma-'];1;1
5911;ἐποίησας;['ποιέω'];['v2saia---'];1;1
5912;δοῦλον;['δοῦλος'];['a-s---nn-', 'n-s---ma-'];1;2
5913;πλήξας;['πλήσσω'];['v-sapamn-'];1;1
5914;φιλοῦσαν;['φιλέω'];['v-sppafa-'];1;1
5915;ἠθέλησε;['ἐθέλω'];['v3saia---'];1;1
5916;συμπλέξαι;['συμπλέκω'];['v--ana---'];1;1
5917;εἰδυῖα;['οἶδα'];['v-srpafn-'];1;1
5918;ἔρριπτο;['ῥίπτω'];['v3slie---'];1;1
5919;ἐγκεκαλυμμένη;['ἐγκαλύπτω'];['v-srpefn-'];1;1
5920;κλάουσα;['κλαίω'];['v-sppafn-'];1;1
5921;σιωπῶσα;['σιωπάω'];['v-sppafn-'];1;1
5922;εἶτά;['εἶτα'];['d--------'];1;1
5923;τυμβωρύχων;['τυμβώρυχος'];['n-p---mg-'];1;1
5924;παρέδωκας;['παραδίδωμι'];['v2saia---'];1;1
5925;προήγαγες;['προάγω'];['v2saia---'];1;1
5926;κυμάτων;['κῦμα'];['n-p---ng-'];1;1
5927;πειρατὰς;['πειρατής'];['n-p---ma-'];1;1
5928;φοβερωτέρους;['φοβερός'];['a-p---mac'];1;1
5929;ἐπέστησας;['ἐφίστημι'];['v2saia---'];1;1
5930;ἐκτησάμην;['κτάομαι'];['v1saim---'];1;1
5931;λάβῃ;['λαμβάνω'];['v3sasa---'];1;1
5932;πέπραμαι;['πιπράσκω'];['v1srie---'];1;1
5933;ἠνέχθην;['φέρω'];['v1saip---'];1;1
5934;ἄλλη;['ἄλλος'];['a-s---fn-', 'p-s---fn-'];1;2
5935;ἀργυρωνήτων;['ἀργυρώνητος'];['a-p---fg-'];1;1
5936;ἐφοβήθης;['φοβέω'];['v2saip---'];1;1
5937;Τύχη;['Τύχη'];['n-s---fv-'];1;1
5938;δόξῃ;['δοκέω', 'δόξα'];['n-s---fd-', 'v3sasa---'];2;2
5939;σκεῦος;['σκεῦος'];['n-s---na-'];1;1
5940;παρεδόθην;['παραδίδωμι'];['v1saip---'];1;1
5941;τίσιν;['τίς', 'τίσις'];['n-s---fa-', 'p-p---cd-'];2;2
5942;Ἕλλησιν;['Ἕλλην'];['n-p---md-'];1;1
5943;βαρβάροις;['βάρβαρος'];['a-p---md-', 'n-p---md-'];1;2
5944;κόπτουσα;['κόπτω'];['v-sppafn-'];1;1
5945;χειρὶ;['χείρ'];['n-s---fd-'];1;1
5946;στῆθος;['στῆθος'];['n-s---na-'];1;1
5947;δακτυλίῳ;['δακτύλιον', 'δακτύλιος'];['n-s---md-', 'n-s---nd-'];2;2
5948;ἀπόλωλα;['ἀπόλλυμι'];['v1sria---'];1;1
5949;τοσούτῳ;['τοσοῦτος'];['p-s---md-', 'p-s---nd-'];1;2
5950;διαζευχθεῖσα;['διαζεύγνυμαι'];['v-sappfn-'];1;1
5951;πάθει;['πάθος'];['n-s---nd-'];1;1
5952;πενθεῖς;['πενθέω'];['v2spia---'];1;1
5953;μετανοεῖς;['μετανοέω'];['v2spia---'];1;1
5954;κενῷ;['κενός'];['a-s---md-'];1;1
5955;παρακάθησαι;['παρακάθημαι'];['v2spie---'];1;1
5956;θάνατόν;['θάνατος'];['n-s---ma-'];1;1
5957;σωφροσύνην;['σωφροσύνη'];['n-s---fa-'];1;1
5958;μαρτυρῶν;['μαρτυρέω'];['v-sppamn-'];1;1
5959;θυγάτηρ;['θυγάτηρ'];['n-s---fn-'];1;1
5960;σὴ;['σός'];['a-s---fn-'];1;1
5961;ἐπράθην;['πιπράσκω'];['v1saip---'];1;1
5962;ὀδυρομένῃ;['ὀδύρομαι'];['v-sppefd-'];1;1
5963;ὕπνος;['ὕπνος'];['n-s---mn-'];1;1
5964;τροφὸς;['τροφός'];['n-s---fn-'];1;1
5965;κλίνῃ;['κλίνη'];['n-s---fd-'];1;1
5966;ἐξανίστασο;['ἐξανίστημι'];['v2spme---'];1;1
5967;πάρεστι;['πάρειμι'];['v3spia---'];1;1
5968;εὐκταιοτάτη;['εὐκταῖος'];['a-s---fns'];1;1
5969;πασῶν;['πᾶς'];['a-p---fg-'];1;1
5970;ἡμέρα;['ἡμέρα'];['n-s---fn-'];1;1
5971;νυμφαγωγεῖ;['νυμφαγωγέω'];['v3spia---'];1;1
5972;λύτο;['λύω'];['v3saip---'];1;1
5973;γούνατα;['γόνυ'];['n-p---nn-'];1;1
5974;ἦτορ;['ἦτορ'];['n-s---nn-'];1;1
5975;ᾔδει;['οἶδα'];['v3slia---', 'v3sria---'];1;2
5976;τίνι;['τίς', 'τις'];['a-s---cd-', 'p-s----d-', 'p-s---cd-', 'p-s---nd-'];2;4
5977;γαμεῖται;['γαμέω'];['v3sfim---'];1;1
5978;ὀφθαλμῶν;['ὀφθαλμός'];['n-p---mg-'];1;1
5979;κατεχύθη;['καταχέω'];['v3saip---'];1;1
5980;ὀλίγου;['ὀλίγος'];['a-s---mg-', 'a-s---ng-'];1;2
5981;ἐξέπνευσεν;['ἐκπνέω'];['v3saia---'];1;1
5982;ὁρῶσιν;['ὁράω'];['v-pppamd-', 'v3ppia---'];1;2
5983;αἰδώς;['αἰδώς'];['n-s---fn-'];1;1
5984;ἐκόσμησαν;['κοσμέω'];['v3paia---'];1;1
5985;θυρῶν;['θύρα'];['n-p---fg-'];1;1
5986;ἀπέλιπον;['ἀπολείπω'];['v3paia---'];1;1
5987;νυμφίον;['νυμφίος'];['n-s---ma-'];1;1
5988;εἰσήγαγον;['εἰσάγω'];['v3paia---'];1;1
5989;παρθένον;['παρθένος'];['n-s---fa-'];1;1
5990;προσδραμὼν;['προστρέχω'];['v-sapamn-'];1;1
5991;κατεφίλει;['καταφιλέω'];['v3siia---'];1;1
5992;γνωρίσασα;['γνωρίζω'];['v-sapafn-'];1;1
5993;ἐρώμενον;['ἐράω', 'ἐρώμενος'];['n-s---ma-', 'v-sppema-'];2;2
5994;λύχνου;['λύχνος'];['n-s---mg-'];1;1
5995;φῶς;['φάος', 'φῶς'];['n-s---na-', 'n-s---nn-'];2;2
5996;σβεννύμενον;['σβέννυμι'];['v-sppenn-'];1;1
5997;ἐπιχυθέντος;['ἐπιχέω'];['v-sappng-'];1;1
5998;ἀνέλαμψε;['ἀναλάμπω'];['v3saia---'];1;1
5999;μειράκιον;['μειράκιον'];['n-s---na-', 'n-s---nn-', 'n-s---nv-'];1;3
6000;εὔμορφον;['εὔμορφος'];['a-s---nn-'];1;1
6001;ὑπερέχον;['ὑπερέχω'];['v-sppana-', 'v-sppann-'];1;2
6002;Ἀχιλλέα;['Ἀχιλλεύς'];['n-s---ma-'];1;1
6003;Νιρέα;['Νιρεύς'];['n-s---ma-'];1;1
6004;Ἱππόλυτον;['Ἱππόλυτος'];['n-s---ma-'];1;1
6005;Ἀλκιβιάδην;['Ἀλκιβιάδης'];['n-s---ma-'];1;1
6006;πλάσται;['πλάστης'];['n-p---mn-'];1;1
6007;γραφεῖς;['γραφεύς'];['n-p---mn-'];1;1
6008;δεικνύουσι;['δείκνυμι'];['v3ppia---'];1;1
6009;πατρὸς;['πατήρ'];['n-s---mg-'];1;1
6010;Ἀρίστωνος;['Ἀρίστων'];['n-s---mg-'];1;1
6011;δεύτερα;['δεύτερος'];['a-p---na-'];1;1
6012;φερομένου;['φέρω'];['v-sppemg-'];1;1
6013;προῆλθεν;['προέρχομαι'];['v3saia---'];1;1
6014;δημόσιον;['δημόσιος'];['a-s---na-', 'a-s---nn-'];1;2
6015;θάμβος;['θάμβος'];['n-s---nn-'];1;1
6016;κατέλαβεν;['καταλαμβάνω'];['v3saia---'];1;1
6017;Ἀρτέμιδος;['Ἄρτεμις'];['n-s---fg-'];1;1
6018;κυνηγέταις;['κυνηγέτης'];['n-p---md-'];1;1
6019;προσεκύνησαν;['προσκυνέω'];['v3paia---'];1;1
6020;ἐθαύμαζον;['θαυμάζω'];['v1siia---', 'v3piia---'];1;2
6021;ἐμακάριζον;['μακαρίζω'];['v3piia---'];1;1
6022;ὑμνοῦσι;['ὑμνέω'];['v3ppia---'];1;1
6023;ποιηταὶ;['ποιητής'];['n-p---mn-'];1;1
6024;Θέτιδος;['Θέτις'];['n-s---fg-'];1;1
6025;γάμον;['γάμος'];['n-s---ma-'];1;1
6026;Πηλίῳ;['Πήλιον'];['n-s---nd-'];1;1
6027;πλὴν;['πλήν'];['c--------', 'd--------', 'r--------'];1;3
6028;εὑρέθη;['εὑρίσκω'];['v3saip---'];1;1
6029;βάσκανος;['βάσκανος'];['a-s---fn-', 'a-s---mn-'];1;2
6030;Ἔριν;['Ἔρις'];['n-s---fa-'];1;1
6031;ἐλάμβανον;['λαμβάνω'];['v3piia---'];1;1
6032;μαχόμενοι;['μάχομαι'];['v-pppemn-'];1;1
6033;ὡμονόησαν;['ὁμονοέω'];['v3paia---'];1;1
6034;ὑβρίσθαι;['ὑβρίζω'];['v--rne---'];1;1
6035;συνῆλθον;['συνέρχομαι'];['v3paia---'];1;1
6036;βουλευτήριον;['βουλευτήριον'];['n-s---na-'];1;1
6037;κοινόν;['κοινός'];['a-s---ma-', 'a-s---na-', 'a-s---nn-'];1;3
6038;ἐστρατολόγει;['στρατολογέω'];['v3siia---'];1;1
6039;πόλεμον;['πόλεμος'];['n-s---ma-'];1;1
6040;φθόνος;['φθόνος'];['n-s---mn-'];1;1
6041;Ἰταλιώτης;['Ἰταλιώτης'];['n-s---mn-'];1;1
6042;Ῥηγίνων;['Ῥηγῖνος'];['n-p---mg-'];1;1
6043;τυράννου;['τύραννος'];['n-s---mg-'];1;1
6044;ἔγημεν;['γαμέω'];['v3saia---'];1;1
6045;ὠργίσθην;['ὀργίζω'];['v1saip---'];1;1
6046;γυμνικοῖς;['γυμνικός'];['a-p---md-'];1;1
6047;ἀγῶσιν;['ἀγών'];['n-p---md-'];1;1
6048;νικῆσαι;['νικάω'];['v--ana---'];1;1
6049;ἀγωνισαμένων;['ἀγωνίζομαι', 'ἀγωνίζομαι'];['v-papmmg-'];2;1
6050;παρευδοκίμησεν;['παρευδοκιμέω'];['v3saia---'];1;1
6051;πονήσας;['πονέω'];['v-sapamn-'];1;1
6052;φέρω;['φέρω'];['v1spia---'];1;1
6053;ὕβριν;['ὕβρις'];['n-s---fa-'];1;1
6054;πολιτικὸς;['πολιτικός'];['a-s---mn-'];1;1
6055;θᾶττον;['ταχύς'];['a-s---nac'];1;1
6056;ἐκήδευσαν;['κηδεύω'];['v3paia---'];1;1
6057;παρετάθημεν;['παρατείνω'];['v1paip---'];1;1
6058;αὐλείοις;['αὔλειος'];['a-p---fd-'];1;1
6059;θύραις;['θύρα'];['n-p---fd-'];1;1
6060;προσαγρυπνοῦντες;['προσαγρυπνέω'];['v-pppamn-'];1;1
6061;κολακεύοντες;['κολακεύω'];['v-pppamn-'];1;1
6062;τίτθας;['τίτθη'];['n-p---fa-'];1;1
6063;δῶρα;['δῶρον'];['n-p---na-'];1;1
6064;τροφοῖς;['τροφός'];['n-p---fd-'];1;1
6065;πόσον;['πόσος'];['p-s---ma-', 'p-s---na-', 'p-s---nn-'];1;3
6066;δεδουλεύκαμεν;['δουλεύω'];['v1pria---'];1;1
