;form;lemmi_relation;lemmi_definitivo
12602;ἀναγκαίου;['ἀναγκαῖον', 'ἀναγκαῖος'];['ἀναγκαῖος']
12604;νομὰς;['νομάς', 'νομή'];['νομάς']
12612;θήρας;['θήρ', 'θήρα'];['θήρα']
12652;γεννηθέν;['γεννάω', 'γεννηθέν'];['γεννάω']
12659;οἰητέον;['οἰητέον'];['οἰητέος']
12676;θέλουσιν;['ἐθέλω'];['θέλω']
12687;ἄπειρός;['ἄπειρος1'];['ἄπειρος']
12688;πλούτου;['πλοῦτος', 'πλοῦτος1'];['πλοῦτος']
12696;οἰκονόμοις;['οἰκόνομος'];['οἰκονόμος']
12699;λεχθείσῃ;['λέγω3'];['λέγω']
12704;εἰρημένῃ;['ἐρῶ'];['λέγω']
12719;δεομένῳ;['δέομαι', 'δέω2'];['δέω']
12721;χρῆται;['χράομαι', 'χράω', 'χράω1', 'χράω2'];['χράω']
12726;ἐλάττω;['ἐλάσσων'];['ἐλαχύς']
12739;μικρὰν;['μικρός', 'σμικρός'];['μικρός']
12778;ἀναγκαίας;['ἀνάγκη', 'ἀναγκαίη', 'ἀναγκαῖος'];['ἀνάγκη']
12788;πλοῦτον;['πλοῦτος1'];['πλοῦτος']
12802;χρυσῶν;['χρυσέος', 'χρυσός', 'χρύσεος'];['χρύσεος']
12804;μεταβολῆς;['μεταβολή', 'μεταβολεύς'];['μεταβολή']
12808;ἄπειρόν;['ἄπειρος2'];['ἄπειρος']
12826;ἀπείρων;['ἀπείρων1', 'ἄπειρος2'];['ἄπειρος']
12856;ἀπορούμενον;['ἀφοράω'];['ἀπορέω']
12869;οἰκονόμου;['οἰκόνομος'];['οἰκονόμος']
12889;διωρίκαμεν;['διά-ὁρίζω'];['διορίζω']
12924;ἐλάχιστον;['ἐλάχιστος', 'ἐλαχύς'];['ἐλαχύς']
12928;πλεῖσται;['πλεῖστος'];['πολύς']
12930;προσδεῖ;['προσδέομαι', 'προσδέω'];['προσδέω']
12936;Παρίῳ;['Πάριος', 'Παρίον'];['Πάριον']
12961;Χίῳ;['Χίος', 'Χῖος'];['Χίος']
12968;συλλέξαντα;['σύν-λέγω1'];['συλλέγω']
12976;ποιοῦνται;['ποιέω', 'ποιόω'];['ποιέω']
12978;ἀπορῶσι;['ἀφοράω'];['ἀπορέω']
12980;ποιοῦσιν;['ποιέω', 'ποιόω'];['ποιέω']
12985;συνεπρίατο;['συμπρίασθαι'];['συμπρίαμαι']
13011;βασιλικῶς;['βασιλικός', 'βασιλικῶς'];['βασιλικός']
13016;νεωτέρου;['νέος', 'νεώτερος'];['νέος']
13020;πλείσταις;['πλεῖστος'];['πολύς']
13038;νεώτερον;['νέος', 'νεώτερος'];['νέος']
13041;πλείων;['πλείων', 'πολύς'];['πολύς']
13065;εἴθ᾽;['εἴθ᾽'];['εἴτε']
13078;ἐνυπάρχει;['ἐν-ὑπάρχω'];['ἐνυπάρχω']
13089;ὑποληπτέον;['ὑποληπτέον'];['ὑποληπτέος']
13102;Γοργίας;['Γοργίας', 'Γοργίης'];['Γοργίας']
13117;εἰρημένον;['ἐρῶ'];['λέγω']
13120;δεήσει;['δέησις', 'δέω2', 'δεῖ'];['δέω']
13148;λέγωμεν;['λέγω3'];['λέγω']
13152;ζῷον;['ζώιον', 'ζῷον'];['ζῷον']
13164;ζῴου;['ζώιον', 'ζῷον'];['ζῷον']
13191;χείριστον;['χείρων'];['κακός']
13197;ἀφροδίσια;['Ἀφροδίσιος'];['ἀφροδίσιος']
13207;ἐλάχιστα;['ἐλάχιστος', 'ἐλαχύς'];['ἐλαχύς']
13211;ῥηθέντων;['ἐρῶ', 'ῥέομαι'];['λέγω']
13214;πόσις;['πόσις1'];['πόσις']
13223;θεωρητέον;['θεωρητέον'];['θεωρητέος']
13224;εἴπωμεν;['εἶπον'];['λέγω']
13225;ἴδωμεν;['εἶδον'];['ὁράω']
13231;κάλλιστ᾽;['κάλλιστα'];['καλός']
13254;τρίποδας;['τριπόδης'];['τρίπους']
13256;δύεσθαι;['δύω2'];['δύω']
13269;δέονται;['δέομαι', 'δέω1', 'δέω2'];['δέω']
13274;καταλιπεῖν;['καταλείπω', 'καταλιμπάνω'];['καταλείπω']
13296;βέλτιστα;['βέλτιστος', 'ἀγαθός'];['ἀγαθός']
13299;κρατίστη;['κράτιστος'];['ἀγαθός']
13306;εἰρημέναι;['ἐρῶ'];['λέγω']
13319;πράξει;['πράσσω', 'πρᾶξις'];['πράσσω']
13330;συμβολαίων;['συμβόλαιον', 'συμβόλαιος'];['συμβόλαιος']
13348;ἄριστον;['ἀγαθός', 'ἄριστον', 'ἄριστος'];['ἀγαθός']
13349;προϊοῦσα;['πρόειμι1'];['πρόειμι']
13350;χείρων;['κακός', 'χείρων'];['κακός']
13360;Κρήτῃ;['Κρήτη', 'κρήτη'];['Κρήτη']
13368;ἴδοι;['εἶδον', 'ὁράω'];['ὁράω']
13378;εἴρηκεν;['ἐρῶ'];['λέγω']
13388;ἀπειρήκασι;['ἀπό-ἐρῶ'];['ἀπολέγω']
13396;δεήσονται;['δέω2'];['δέω']
13405;εἱλωτείας;['Εἱλωτεία'];['εἱλωτεία']
13411;-ἂν;['ἀν', 'ἐν'];['ἄν']
13413;γεωργῶν;['γεωργέω', 'γεωργός'];['γεωργέω']
13416;μέτεστιν;['μέτειμι1'];['μέτειμι']
13418;καθίστησιν;['καθίστημι', 'καθιστάω'];['καθίστημι']
13419;κεκτημένοις;['κτάομαι', 'κτέομαι'];['κτάομαι']
13442;Νόμους;['Νόμος'];['νόμος']
13446;διώρικεν;['διά-ὁρίζω'];['διορίζω']
13456;Νόμων;['Νόμος', 'νόμος'];['νόμος']
13463;συσσιτίων;['συσσίτιον', 'συσσιτίον'];['συσσιτίον']
13471;Βαβυλωνίας;['Βαβυλωνία', 'Βαβυλώνιος'];['Βαβυλωνία']
13473;ἀργοὶ;['ἀργός1'];['ἀργός']
13482;ἀναγκαῖόν;['ἀναγκαῖον', 'ἀναγκαῖος'];['ἀναγκαῖος']
13507;παράζυγας;['πάραζυξ'];['παράζυξ']
13544;μέση;['μέση', 'μέσος'];['μέση']
13550;ἀρίστην;['ἄριστος'];['ἀγαθός']
13565;φάσιν;['φάσις1', 'φημί'];['φάσις']
13580;πειρᾶσθαι;['πειράζω', 'πειράω'];['πειράω']
13586;εἴτ᾽;['εἴτα', 'εἴτε'];['εἴτε']
13594;βελτίους;['βελτίων', 'ἀγαθός'];['ἀγαθός']
13603;θέλουσι;['ἐθέλω'];['θέλω']
13607;Νόμοις;['Νόμος'];['νόμος']
13612;ἐγγύτερόν;['ἐγγύτερος'];['ἐγγύς']
13625;τάχιστ᾽;['τάχιστος', 'ταχύς'];['ταχύς']
13654;Λοκροῖς;['Λοκροί'];['Λοκρός']
13667;στοχαστέον;['στοχαστέον', 'στοχαστέος'];['στοχαστέος']
13681;τιμῶν;['τιμάω', 'τιμή', 'τιμόω'];['τιμάω', 'τιμή']
13693;πεινῆν;['πεινάω', 'πεινέω'];['πεινάω']
13713;μικρὰς;['μικρός', 'σμικρός'];['μικρός']
13723;κρείττους;['κρείσσων'];['ἀγαθός']
13727;ἄριστος;['ἀγαθός', 'ἄριστος'];['ἀγαθός']
13729;κρείττοσι;['κρείσσων'];['ἀγαθός']
13750;πλείονος;['πλείων', 'πολύς'];['πολύς']
13754;ἥττους;['ἥσσων'];['κακός']
13772;Ἀθήνησι;['Ἀθήνευς', 'Ἀθήνησι', 'Ἀθῆναι'];['Ἀθήνησιν']
13774;εἰρηκὼς;['ἐρῶ'];['λέγω']
13789;ἐνεχείρησέ;['ἐν-χειρέω'];['ἐγχειρέω']
13797;εἴκειν;['εἴκω', 'ἔοικα'];['ἔοικα']
13821;Ἀθήναις;['Ἀθήνη', 'Ἀθῆναι'];['̓Αθήνη']
13860;πλείοσιν;['πλείων'];['πολύς']
13870;λέγουσί;['λέγω3'];['λέγω']
13871;λεχθὲν;['λέγω3'];['λέγω']
13888;συκοφαντίας;['συκοφαντία', 'συκοφαντίας'];['συκοφαντία']
13891;ἀποροῦσι;['ἀπορέω', 'ἀφοράω'];['ἀπορέω']
13893;λεχθέντι;['λέγω3'];['λέγω']
13916;ὁμοίους;['ὁμοῖος', 'ὅμοιος'];['ὅμοιος']
13963;γειτνιῶντες;['γειτνιάζω', 'γειτνιάω'];['γειτνιάω']
13966;Μεσήνιοι;['Μεσήνιος'];['Μεσσήνιος']
13968;ἀφίσταντο;['ἀφίστημι', 'ἀφεστήξω'];['ἀφίστημι']
13980;εἱλωτείαν;['Εἱλωτεία'];['εἱλωτεία']
14001;ἄριστόν;['ἄριστον'];['ἀγαθός']
14003;λέγωσι;['λέγω3'];['λέγω']
14020;Θηβαίων;['Θηβαῖος', 'Θῆβαι'];['Θηβαῖος']
14025;πολεμοῦντες;['πολεμέω', 'πολεμόω'];['πολεμέω']
14028;Μεσσηνίους;['Μεσσήνιοι'];['Μεσσήνιος']
14030;προῳδοπεποιημένους;['προῳδοπεποιέω'];['προοδοποιέω']
14036;αἰτίαι;['αἰτία', 'αἴτιος'];['αἴτιος']
14037;σκοποῦμεν;['σκοπάω', 'σκοπέω'];['σκοπέω']
14038;ἐλέχθη;['λέγω3'];['λέγω']
14043;ῥηθέντα;['ἐρώ', 'ἐρῶ'];['λέγω']
14051;καταλείπειν;['καταλιμπάνω'];['καταλείπω']
14056;ἀποθάνῃ;['ἀποθνήσκω', 'ἀποθνῄσκω'];['ἀποθνῄσκω']
14058;καταλίπῃ;['καταλιμπάνω'];['καταλείπω']
14060;θέλῃ;['ἐθέλω'];['θέλω']
14064;χίλιοι;['χίλιοι', 'χίλιος'];['χίλιοι']
14083;κυρία;['κυρία', 'κύριος'];['κυρία']
14084;ἐμπίπτουσιν;['ἐμπίτνω'];['ἐμπίπτω']
14097;συνέχει;['συγχέω'];['συνέχω']
14099;συμπέπτωκεν;['συμπίτνω'];['συμπίπτω']
14122;εἴπειέ;['εἶπον'];['λέγω']
14142;κέχρηται;['χράω', 'χράω2'];['χράω']
14153;φιδίτια;['φιδίτια', 'φιλίτιον'];['φιδίτιον']
14154;δαπανᾶν;['δαπάνη', 'δαπανάω'];['δαπανάω']
14163;βασιλεία;['βασίλεια', 'βασιλεία'];['βασιλεία']
14169;ἐσῴζοντο;['σώζω'];['σῴζω']
14179;κρείττω;['κρατύς', 'κρείσσων'];['ἀγαθός']
14184;πλείστην;['πλεῖστος'];['πολύς']
14191;εἰρήσθω;['εἰρέω', 'ἐρῶ'];['λέγω']
14195;λέγεταί;['λέγω3'];['λέγω']
14226;Λακωνικήν;['Λακωνική', 'Λακωνικός'];['Λακωνικός']
14230;ἀνδρεῖα;['ἀνδρεῖα', 'ἀνδρεῖος'];['ἀνδρεῖα']
14283;ἀπειπεῖν;['ἀπεῖπον', 'ἀπολέγω'];['ἀπολέγω']
14294;σῴζεται;['σώζω'];['σῴζω']
14297;μένει;['μένος', 'μένω'];['μένω']
14305;Καρχηδόνιοι;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος']
14306;περιττῶς;['περισσός', 'περιττῶς'];['περισσός']
14308;πώς;['πως', 'πῶς2'];['πώς']
14320;φιδιτίοις;['φιδίτια', 'φιλίτιον'];['φιδίτιον']
14331;εἰρημέναις;['ἐρῶ'];['λέγω']
14353;Καρχηδονίοις;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος']
14357;βέλτιστοι;['βέλτιστος'];['ἀγαθός']
14367;ἀριστοκρατεῖσθαι;['ἀριστοκρατέομαι'];['ἀριστοκρατέω']
14384;πλείονας;['πλείων', 'πολύς'];['πολύς']
14435;χαριζόμενοι;['χαρίζομαι', 'χαρίζω'];['χαρίζω']
14441;δημαγωγῶν;['δημαγωγέω', 'δημαγωγός'];['δημαγωγός']
14449;ἀντιπολιτευομένων;['ἀντιπολιτεύομαι'];['ἀντιπολιτεύω']
14456;μετῆν;['μέτειμι1'];['μέτειμι']
14471;Θάλητα;['Θάλης', 'Θαλήτας'];['Θάλης']
14482;Διοκλέους;['Διοκλέης', 'Διοκλῆς'];['Διοκλέης']
14484;Ὀλυμπίασιν;['Ὀλυμπία', 'Ὀλυμπίασι'];['Ὀλυμπίασι']
14488;Θήβας;['Θήβη', 'Θῆβαι'];['Θῆβαι']
14504;σῴζηται;['σώζω', 'σῴζω'];['σῴζω']
14538;Ῥηγῖνος;['Ῥήγιον', 'Ῥηγῖνος'];['Ῥηγῖνος']
14540;Θρᾴκης;['Θρᾳκία', 'Θρᾴκη'];['Θρᾴκη']
14543;εἰρημένας;['ἐρῶ'];['λέγω']
14553;γονεῦσιν;['γονάω'];['γονεύς']
14562;ἀκουσίους;['ἀεκούσιος'];['ἀκούσιος']
14571;συνεῖναι;['συνίημι', 'σύνειμι', 'σύνειμι1'];['σύνειμι']
14573;ἐρώντων;['ἐράω1'];['ἐράω']
14579;ἐρῶσι;['ἐράω1'];['ἐράω']
14584;μάλισθ᾽;['μάλιστα'];['μάλα']
14616;καρποὺς;['καρπός1', 'καρπός2'];['καρπός']
14633;πλεῖστοι;['πλεῖστος', 'πολύς'];['πολύς']
14639;ὀρθῶν;['ὀρθός', 'ὀρθόω'];['ὀρθόω']
14654;δεηθῶσιν;['δέω2'];['δέω']
14655;ἐφοδίων;['ἐφόδια', 'ἐφόδιον'];['ἐφόδιον']
14656;ἡδονὴν;['ἡδονά', 'ἡδονή'];['ἡδονή']
14667;Ἀνθρωπος;['̓́Ανθρωπος'];['ἄνθρωπος']
14673;κἀκεῖ;['ἐκεῖ'];['καὶ ἐκεῖ']
14684;Ἡρακλείδης;['Ἡρακλείδαι', 'Ἡρακλείδης'];['Ἡρακλείδης']
14697;δορυφόρων;['δορυφόρος', 'δορύφορος'];['δορυφόρος']
14698;στυράκων;['στύραξ2'];['στύραξ']
14699;μῆλα;['μῆλον2'];['μῆλον']
14702;Περσῶν;['Πέρσης', 'Ρέρσης'];['Πέρσης']
14716;ἐξίοι;['ἐξέρχομαι', 'ἔξειμι2'];['ἔξειμι']
14722;χρυσοῦς;['χρυσέος', 'χρύσεος'];['χρύσεος']
14733;Κρόνος;['Κρόνος', 'κρόνος'];['Κρόνος']
14738;Βίων;['Βίων', 'βίος'];['βίος']
14739;Μήδων;['Μήδων', 'Μῆδος'];['Μῆδος']
14756;ἆθλα;['ἆθλον'];['ἄεθλον']
14762;Ἱστοριῶν;['Ἱστορίη'];['ἱστορία']
14766;χρυσίου;['χρυσίον', 'χρύσεος'];['χρυσίον']
14778;Ἀμύντας;['Ἀμύντας', 'Ἀμύντης'];['Ἀμύντης']
14779;Σταθμοῖς;['σταθμός'];['Σταθμοί']
14783;μακράν;['μακράν', 'μακρός'];['μακρός']
14788;Σαμίου;['Σάμιος', 'Σάμος'];['Σάμιος']
14802;ξανθῶν;['ξάνθη'];['ξανθός']
14807;Ἀγαθοκλῆς;['Ἀγάθοκλεης', 'Ἀγαθοκλῆς'];['Ἀγάθοκλεης']
14815;Μένανδρος;['Mένανδρος', 'Μένανδρος'];['Mένανδρος']
14827;χρωμένοις;['χράομαι', 'χράω', 'χράω2'];['χράω']
14865;Σαινδυρίδου;['Σμινδυρίδης'];['Σαινδύριδος']
14868;Ἡδονῆς;['ἡδονά', 'ἡδονή'];['ἡδονή']
14875;Ἀνάνιος;['̓Ανάνις'];['Ἀνάνιος']
14888;προειρημένοις;['προερέω'];['προλέγω']
14896;Πολιτείας;['Πολιτεία'];['πολιτεία']
14908;ἀναγκαία;['ἀναγκαῖον', 'ἀναγκαῖος'];['ἀναγκαῖος']
14911;-;['punc1'];['punc']
14914;πῄ;['πη'];['πῃ']
14925;ἀπαλλάττεσθαι;['ἀπαλλάσσω', 'ἀπαλλαξείω'];['ἀπαλλάσσω']
14926;φρόνησιν;['φρόνησις', 'φρόνις'];['φρόνησις']
14928;Ποντικὸς;['Ποντικός', 'ποντικός'];['ποντικός']
14932;ποιούσης;['ποιέω', 'ποιόω'];['ποιέω']
14943;ἀνίησι;['ἀνίημι', 'ἄνειμι'];['ἀνίημι']
14953;ἠμπίσχοντο;['ἀμφί-ἴσχω'];['ἀμπίσχω']
14955;ὑπέδυνον;['ὑποδύομαι'];['ὑποδύω']
14961;ἐφόρουν;['φορέω', 'ἐποράω'];['φορέω']
14982;Συρακοσίων;['Συρακούσιος'];['Συρακόσιος']
14988;Σοφοκλῆς;['Σοφοκλῆς'];['Σοφοκλέης']
14992;ἀφροδισίων;['Ἀφροδίσιος'];['ἀφροδίσιος']
14993;ἀγρίου;['ἀγρίος'];['ἄγριος']
14998;ἀοιδοῦ;['ἀοιδός1'];['ἀοιδός']
15012;Ἡρακλέους;['Ἡρακλέης', 'Ἡρακλέος', 'Ἡρακλῆς'];['Ἡρακλέης']
15013;εἰρήκασιν;['ἐρῶ'];['λέγω']
15033;λῃστοῦ;['ληιστής', 'λῃστής'];['λῃστής']
15072;ἐγχείῃ;['ἐγχύνω'];['ἐγχέω']
15085;δαίς;['δαίς1'];['δαίς']
15086;φίλη;['φίλος', 'φῖλος'];['φίλη', 'φίλος']
15091;λοετρά;['λουτρόν'];['λοετρόν']
15104;παρεόντι;['πάρειμι1'];['πάρειμι']
15110;ἡδονή;['ἡδονά', 'ἡδονή'];['ἡδονή']
15112;Ἰφιγενείᾳ;['ἰφιγένεια'];['Ἰφιγένεια']
15115;πουλύπους;['πολύπους2'];['πολύπους']
15121;πουλύπου;['πολύπους2'];['πολύπους']
15140;κεν;['ἄν1'];['κε']
15145;ἥμεθα;['κάθημαι'];['ἧμαι']
15151;Ἀρετὴν;['Ἀρετή'];['ἀρετή']
15173;Πάρθων;['Πάρθος'];['Πάρθοι']
15175;Ῥάγαις;['Ῥάγα'];['Ῥαγαί']
15182;Δίνων;['Δίνων', 'Δῖνων'];['Δίνων']
15206;Χάρισιν;['Χάρις'];['χάρις']
15216;Παιδιᾶς;['παιδιή'];['παιδιά']
