,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
5794,ἔμοιγ᾽,ἐγώ,ἐγώ γε,,,,,,,,,,,,,,,,,,,p1s---md-,,,,,,,
5795,ἠναντιῶσθαι,ἀντιόομαι,ἐναντιόομαι,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
5796,συμπασῶν,συμπάσχω,σύμπας,,,,,,,,,,,,,,,,,,,a-p---fg-,,,,,,,
5797,σχετλιώτερ᾽,σχέτλιος,σχετλιῶς,,,,,,,,,,,,,,,,,,,a-p---nac,,,,,,,
5798,ἑκάστῃ,ἑκάστη,ἕκαστος,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
5799,εὕροιτ᾽,εὑρίσκω,,,,,,,,,,,,,,,,,,,,v3saom---,,,,,,,
5800,προλεγόντων,προλέγω,προλέγω1,,,,,,,,,,,,,,,,,,,v-pppamg-,,,,,,,
5801,αἰσχροκερδίας,αἰσχροκέρδεια,αἰσχροκερδής,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
5802,Κινέας,Κινέας,Κινέης,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5803,Εὐκαμπίδας,Εὐκαμπίδας,Εὐκαμπίδης,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5804,Μνασέας,Μνασέας,Μνασέης,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5805,Φιλιάδου,Φιλιάδας,Φιλιάδης,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5806,λέγονθ᾽,λέγω,λέγω3,,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
5807,ἀνατετροφότες,ἀνατρέπω,ἀνατρέφω,,,,,,,,,,,,,,,,,,,v-prpamn-,,,,,,,
5808,τρυτάνη,τρυτάνη,τρύτανη,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
5809,προστὰς,προΐστημι,προίστημι,προίστημι (part. pres. nom. m.? “ponendosi a capo di…”),,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5810,ὑγιῶς,ὑγιής,ὑγιῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5811,βούλῃ,βουλομαι,βούλομαι,βούλομαι (subj. 2s),,,,,,,,,,,,,,,,,,v2spse---,,,,,,,
5812,ἀμυνομένους,ἀμύνομαι,ἀμύνω,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
5813,προὐβαλόμην,προβάλλω,,,,,,,,,,,,,,,,,,,,v1saim---,,,,,,,
5814,ἡττήθην,ἡσσάομαι,,,,,,,,,,,,,,,,,,,,v1saie---,,,,,,,
5815,μεσογείας,μεσογαία,μεσόγεια,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
5816,ὁμόρους,ὁμόρος,ὅμορος,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
5817,προϊδέσθαι,προεῖδον,προοράω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
5818,ἐνέλειπε, ,ἐλλείπω,ἐνλείπω,ἐνλείπω (forma?),,,,,,,,,,,,,,,,,v3siia---,,,,,,,
5819,παρεθέντ᾽,παρίημι,παριημι,,,,,,,,,,,,,,,,,,,v-pappna-,,,,,,,
5820,προεθένθ᾽,προίημι,προτίθημι,,,,,,,,,,,,,,,,,,,v-pappna-,,,,,,,
5821,Ἑλληνίδων,Ἑλλήνιος,Ἑλληνίς,,,,,,,,,,,,,,,,,,,a-p---fg-,,,,,,,
5822,Θετταλία,Θεσσαλία,Θετταλία,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
5823,ἔξω,ἐκτός,ἔξω,,,,,,,,,,,,,,,,,,,d--------,r--------,,,,,,
5824,εἴσω,εἴσω,ἔσω,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5825,ἐκέχρηντ᾽,χράομαι,χράω2,,,,,,,,,,,,,,,,,,,v3plie---,,,,,,,
5826,ἀδείας,ἀδεία,ἄδεια,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
5827,ἐλάττοσι,ἐλάσσων,ἐλαχύς,ἐλλάσσων,,,,,,,,,,,,,,,,,,a-p---mdc,,,,,,,
5828,ὑποστάντα,ὑφίσταμαι,ὑφίστημι,,,,,,,,,,,,,,,,,,,v-sapama-,,,,,,,
5829,πηνίκ᾽,πηνίκα,πηνίκος,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5830,συνειλοχὼς,συλλέγω,συνειλέω,,,,,,,,,,,,,,,,,,,v-srpamn-,,,,,,,
5831,ἐξέτασις,ἐξέτασις,ἐξετασις,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
5832,ἀγαθῷ,ἀγαθός,,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
5833,ἕκτος,ἕκτος,,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
5834,ὁποστοσοῦν,ὁποστισούν,ὁποστοσοῦν,ὁπόστος,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5835,ἐντιμοτέρα,ἐντιμος,ἔντιμος,,,,,,,,,,,,,,,,,,,a-s---fnc,,,,,,,
5836,ἱππικόν,ἱππικόν,ἱππικός,,,,,,,,,,,,,,,,,,,a-s---nn-,,,,,,,
5837,ἀδικώτατε,ἀδικός,ἄδικος,,,,,,,,,,,,,,,,,,,a-s---mvs,,,,,,,
5838,νεανίας,νεανίας,νεανίης,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5839,λαμπροφωνότατος,λαμπροφωνότατος,λαμπρόφωνος,,,,,,,,,,,,,,,,,,,a-s---mns,,,,,,,
5840,ὕπεστί,ὑπόκειμαι,ὕπειμι1,,,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
5841,πλείων,πλείων,πλεῖων,πολύς,,,,,,,,,,,,,,,,,,a-s---fnc,a-s---mnc,,,,,,
5842,βούλει,βουλομαι,βούλομαι,βούλομαι (2s),,,,,,,,,,,,,,,,,,v2spie---,,,,,,,
5843,βουλομένη,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,,v-sppefn-,,,,,,,
5844,σὴ,σός,σύ,,,,,,,,,,,,,,,,,,,a-s---fn-,,,,,,,
5845,σός,σός,σύ,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
5846,εἴπω,εἶπον,λέγω,,,,,,,,,,,,,,,,,,,v1sasa---,,,,,,,
5847,Γλαύκου,Γλαύκος,Γλαῦκος,γλαῦκος,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5848,Καρυστίου,Καρύστιος,,,,,,,,,,,,,,,,,,,,a-s---mg-,,,,,,,
5849,σαυτόν,σαυτοῦ,σεαυτοῦ,σεαυτόν,,,,,,,,,,,,,,,,,,p-s---na-,,,,,,,
5850,ἐξίσταμαι,ἐξίσταμαι,ἐξίστημι,,,,,,,,,,,,,,,,,,,v1spie---,,,,,,,
5851,ἐφαμίλλου,ἐφάμιλλος,ἐφαμίλλιος,ἐφαμιλλάομαι,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
5852,ἐφαινόμην,φαίνομαι,φαίνω,,,,,,,,,,,,,,,,,,,v1siie---,,,,,,,
5853,ἑτοίμων,ἑτοῖμος,ἑτοῖμος (n. gen. pl. “pronto a tutto”),ἕτοιμος,,,,,,,,,,,,,,,,,,a-p---fg-,a-p---mg-,a-p---ng-,,,,,
5854,ἀνεπιφθονώτατον,ἀνεπίφθονος,ἀνεπιφθονός,,,,,,,,,,,,,,,,,,,a-s---nas,,,,,,,
5855,πρωτείου,πρώτειος,πρῶτος,,,,,,,,,,,,,,,,,,,a-s---ng-,,,,,,,
5856,δεξιὰν,δεξιά,δεξιός,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5857,εὐαγγελιζόμενος,εὐαγγελίζομαι,εὐαγγελίζω,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
5858,πεφρικὼς,φρίσσω,φρίττω,,,,,,,,,,,,,,,,,,,v-srpamn-,,,,,,,
5859,ἀνιάτως,ἀνίατος,ἀνιάτως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5860,ἐπηρτημένων,ἐπαρτάω,ἐπηρτάω,,,,,,,,,,,,,,,,,,,v-prpemg-,,,,,,,
5861,κατ’,κατά,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,ὥστ’,ὥστε,,,,,,,,,,,,,,,,,,,,c--------,,,,,,,
5863,ἀλλ’,ἀλλά,ἀλλ’,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,ἕνεκ’,ἕνεκα,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,τάχισθ’,ταχέως,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,δι’,διά,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,ἔτ’,ἔτι,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,μεθ’,μετά,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,τοῦτ’,οὗτος,τοῦτο,,,,,,,,,,,,,,,,,,,p-s---nn-,,,,,,,
5870,καθ’,κατά,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,εὕροιτ’,εὑρίσκω,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,ὅτ’,ὅστις,ὅτε,ὅτι,,,,,,,,,,,,,,,,,,,,,,,,,
5873,προυβαλόμην,προβάλλω,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,-ἀγαθῷ,ἀγαθός,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,οὗς,ὅς,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,-ἀκεῖνο,ἐκεῖνος,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,Καριστίου,Καριστίος,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,εἴποιμ᾽,εἶπον,φημί,,,,,,,,,,,,,,,,,,,v1saoa---,,,,,,,
5879,πυκνὶ,πνύξ,πυκνός,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
5880,Κηφισοφῶν,Κηφισοφών,Κηφισοφῶν,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5881,αὐτῶν,  ,"""""",αὐτός,αὐτός (gen. m. pl.),αὐτός (gen. pl. encl.),αὐτός (gen. pl.),αὐτός (gen.),αὐτός (gen.m.pl),οὗτος,ἑαυτοῦ,,,,,,,,,,,a-p---fg-,a-p---mg-,a-p---ng-,p-p---fg-,p-p---mg-,p-p---ng-,,
5882,προσγράψαντα,προγράφω,προσγράφω,,,,,,,,,,,,,,,,,,,v-papana-,,,,,,,
5883,ἀναρρήσεως,ἀνάρησις,ἀνάρρησις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
5884,δεικτέον,δεικτέον,δεικτέος,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
5885,αὔθ᾽,αὐτός,οὗτος,,,,,,,,,,,,,,,,,,,p-p---na-,,,,,,,
5886,ἐμπέσω,ἐμπίπτω,ἐμπίτνω,,,,,,,,,,,,,,,,,,,v1sasa---,,,,,,,
5887,ὑφέξω,ὑπέχω,ὑφέξω,,,,,,,,,,,,,,,,,,,v1sfia---,,,,,,,
5888,ὑπειπών,ὑπεῖπον,ὑποεἴπω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5889,στασιαστικῶς,στασιαστικός,στασιαστικῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5890,Δολόπων,Δόλοπες,Δόλοψ,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5891,ἐβούλετ᾽,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
5892,συναιτίας,συναίτιος,συναιτία,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
5893,ἀπηλλάχασιν,ἀπαλλάσσω,ἀπαλλαξείω,,,,,,,,,,,,,,,,,,,v3pria---,,,,,,,
5894,ἀπιὼν,ἀπέιμι,ἀπέρχομαι,ἀπέρχομαι (part.pres.nom.m.sg),ἄπειμι,ἄπειμι1,ἄπειμι2,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
5895,ἐνδοξόταθ᾽,ἐνδοξότατος,ἔνδοξος,,,,,,,,,,,,,,,,,,,a-p---nas,,,,,,,
5896,συνῄδειν,συνειδον,σύνοιδα,,,,,,,,,,,,,,,,,,,v1slia---,,,,,,,
5897,πρωτείων,πρωτείον,πρωτεῖον,πρώτειος,πρῶτειον,πρῶτος,,,,,,,,,,,,,,,,a-p---ng-,n-p---ng-,,,,,,
5898,χεῖρα,χείρ,χεῖρ,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5899,παρελέσθαι,παρααιρέομαι,παραιρέω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
5900,ἀδόξῳ,ἀδόξος,ἄδοξος,,,,,,,,,,,,,,,,,,,a-s---nd-,,,,,,,
5901,αὐτεπαγγέλτους,αὐτεπάγγελτος,αὐτεπαγγέλτος,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
5902,ἐθελοντὰς,ἐθέλω,ἐθελοντής,,,,,,,,,,,,,,,,,,,v-pppama-,,,,,,,
5903,ἐναντιοῦσθαι,ἐν-ἀντιόομαι,ἐναντιόομαι,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
5904,προσηκόντως,προσήκω,προσηκόντως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5905,Δορίσκον,Δορίσκον,Δορίσκος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
5906,πόρθησιν,πόρθεσις,πόρθησις,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5907,λέγοντ᾽,λέγω,λέγω3,,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
5908,βουληθῇς,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,,v2sasp---,,,,,,,
5909,σφετεριζόμενος,σφετερίζομαι,σφετερίζω,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
5910,Πορθμόν,Πορθμός,πορθμός,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
5911,Μυσῶν,Μυσοί,Μυσός,Μύσος,μυσή,μυσός,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5912,Νεοκλέους,Νεοκλέους,Νεοκλῆς,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5913,καταγήοχεν,κατάγω,καταγω (forma epica/ionica di κατάγω),,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
5914,φυλακῇ,φυλακή,φυλακεύς,φύλαξ,,,,,,,,,,,,,,,,,,n-s---fd-,n-s---md-,,,,,,
5915,ἐπιτιμήσουσι,ἐπί-τιμέω,ἐπιτιμάω,,,,,,,,,,,,,,,,,,,v3pfia---,,,,,,,
5916,Ἀριστοφῶν,Ἀριστοφών,Ἀριστοφῶν,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5917,Ἀπημάντου,Ἀπήμαντος,Ἀπημάντος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5918,Κολλυτεὺς,Κολλυτεύς,Κολλυτεὺς,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
5919,δεικνύω,δείκνυμι,δεικνύω,,,,,,,,,,,,,,,,,,,v1spia---,,,,,,,
5920,φαίνεσθε,φαίνομαι,φαίνω,,,,,,,,,,,,,,,,,,,v2ppie---,,,,,,,
5921,εὐηθείᾳ,εὐήθεια,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
5922,Σηλυμβριανοῖς,Σηλυμβριανοί,Σηλυμβριανός,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
5923,καταχθέντα,κατάγω,καταφέρω,,,,,,,,,,,,,,,,,,,v-pappna-,,,,,,,
5924,προεστηκόσιν,προΐστημι,προίστημι,προῐστημι,,,,,,,,,,,,,,,,,,v-prpamd-,,,,,,,
5925,κακοήθως,κακοήθης,κακόήθως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5926,παρεδύετο,παραδύνω,παραδύομαι,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
5927,προὐξένεις,προξενέω,,,,,,,,,,,,,,,,,,,,v2siia---,,,,,,,
5928,βοῶ,βοάω,βοόω,,,,,,,,,,,,,,,,,,,v1spia---,,,,,,,
5929,ἅσπερ,ὅς,ὅσπερ,,,,,,,,,,,,,,,,,,,p-p---fa-,,,,,,,
5930,ἀναρρηθέντος,ἀνακηρύσσω,ἀναρρέω,,,,,,,,,,,,,,,,,,,v-sappmg-,,,,,,,
5931,διαρραγῶσί,διαράσσω,διαρρήγνυμι,,,,,,,,,,,,,,,,,,,v3pasp---,,,,,,,
5932,πλείστῳ,πλεῖστος,πολύς,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
5933,χρώμεθ᾽,χράομαι,χράω2,,,,,,,,,,,,,,,,,,,v1ppie---,,,,,,,
5934,ἐπεισάκτῳ,ἐπείσακτος,ἐπεισάκτος,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
5935,μηχανήματ᾽,μήχανημα,μηχάνημα,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
5936,σώσας,σώζω,σῴζω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5937,ἀφειδῶς,ἀφειδής,ἀφειδῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
5938,πεπείρασθε,πειράζω,πειράω,,,,,,,,,,,,,,,,,,,v2prie---,,,,,,,
5939,εὐωνοτέροις,εὐωνόος,εὔωνος,,,,,,,,,,,,,,,,,,,a-p---ndc,,,,,,,
5940,προῄρηνται,,προαιρέω,,,,,,,,,,,,,,,,,,,v3prie---,,,,,,,
5941,Περινθίων,Περίνθιος,Περινθῖος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5942,ἱερομνάμονος,ἱερομνάμων,ἱερομνήμων,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5943,Βοσπορίχω,Βοσπορίχας,Βοσπορίχω,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5944,ἁλίᾳ,ἁλία,ἁλίη,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
5945,βωλᾶς,βουλή,βωλά,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
5946,δᾶμος,δᾶμος,δῆμος,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5947,Ἀθαναίων,Ἀθαναῖος,Ἀθηναῖος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5948,Περινθίοις,Περίνθιος,Περινθῖος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
5949,δαίοντος,δαίομαι,δαίω1,,,,,,,,,,,,,,,,,,,v-sppamg-,,,,,,,
5950,τάφως,τάφος,τάφος1,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
5951,δάμῳ,δάμος,δᾶμος,δῆμος,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
5952,Ἀθαναίοις,Ἀθήναιον,Ἀθαναῖος,,,,,,,,,,,,,,,,,,,n-p---nd-,,,,,,,
5953,πόθοδον,πόθοδον,πόθοδος,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5954,βωλὰν,βουλή,βωλά,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5955,δᾶμον,δᾶμος,δῆμος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
5956,πράτοις,πράτος,πρότερος,,,,,,,,,,,,,,,,,,,a-p---nd-,,,,,,,
5957,ἑκκαιδεκαπάχεις,ἑκκαιδεκάπηχυς,ἑκκαιδεκαπάχεις,,,,,,,,,,,,,,,,,,,a-p---fn-,,,,,,,
5958,Βοσπορείῳ,Βοσπόρειον,βοσπορεῖον,,,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
5959,δάμω,δάμος,δῆμος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5960,θεαρίας,θεαρία,θεωρία,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
5961,παναγύριας,πανήγυρις,παναγύρις,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
5962,Ἴσθμια,ἴσθμιος,Ἴσθμια,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
5963,Νέμεα,Νέμεα,Νέμειος,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
5964,Ὀλύμπια,Ὀλύμπια,Ὀλύμπιος,,,,,,,,,,,,,,,,,,,a-p---na-,n-p---na-,,,,,,
5965,ἀνακαρῦξαι,ἀνακαρῡπτέω (lemma problematico: “ἀνακηρύσσω” o “ἀνακαρύπτω” ipotesi? Probabilmente ἀνακαρύπτω in dialetto dorico → “anunciare ad alta voce”?),ἀνακηρύσσω,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
5966,ἁμέων,ἁμός1,ἐγώ,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
5967,ἐπιστέωνται,ἐπίσταμαι,ἐπιστέω,,,,,,,,,,,,,,,,,,,v3ppse---,,,,,,,
5968,Χερρονήσῳ,Χερρόνησος,Χερσόνησος,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
5969,Χερρονησιτῶν,Χερρονησίτης,Χερσονησίτης,χερσονησίτης,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5970,Σηστόν,Σηστός,Σῆστος,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5971,Δήμου,Δῆμος,δῆμος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5972,παραίτιος,παραιτητής,παραἴτιος,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
5973,Χερρονησίταις,Χερρονησίτης,Χερσονησίτης,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
5974,Χερρόνησον,Χερρόνησος,Χερσόνησος,χερρόνησος,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
5975,ἔδειξεν,δείκνυμι,δεικνύω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
5976,σῴζοντες,σώζω,σῴζω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
5977,ἐφαίνεσθε,φαίνομαι,φαίνω,,,,,,,,,,,,,,,,,,,v2piie---,,,,,,,
5978,ἐπέπρακτο,πράσσω,ἐκπράσσω,ἐπιπράσσω,,,,,,,,,,,,,,,,,,v3slie---,v3slim---,,,,,,
5979,κέχρημαι,χράομαι,χράω2,,,,,,,,,,,,,,,,,,,v1srie---,,,,,,,
5980,καθείρξας,καθείργνυμι,κατείργω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5981,ἐδείξατ᾽,δείκνυμι,δεικνύω,,,,,,,,,,,,,,,,,,,v2paia---,,,,,,,
5982,σφετεριζομένων,σφετερίζομαι,σφετερίζω,,,,,,,,,,,,,,,,,,,v-pppemg-,,,,,,,
5983,τριηράρχων,τριήραρχος,τριηράρχης,τριηράρχος,τριηραρχος,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
5984,ἐξόδους,ἔξοδος,ἔξοδος1,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
5985,εὐθείᾳ,εὐθύτης,,,,,,,,,,,,,,,,,,,,,,,,,,,
5986,-ἀγὼ,κἀγώ,ἐγώ,,,,,,,,,,,,,,,,,,,,,,,,,,
5987,προυξένεις,προξενέω,,,,,,,,,,,,,,,,,,,,,,,,,,,
5988,κ- κἀν,καί ἐάν,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,- ἂν,ἄν,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,πλεῖστοι,πλεῖστος,πολύς,πολύς (superl.),πολύς,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
5991,εἰωθότων," forma? Generalmente lemmatizzato ""ἔθω"" -> perf. pass. sense? È forma rara.)",ἔθω,ἰωθός (oppure dal verbo *ἔθω*,,,,,,,,,,,,,,,,,,v-prpamg-,,,,,,,
5992,ἤρεσκέ,ἀρέσκω,ἁνδάνω,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
5993,ἐπειρώμην,πειράομαι,πειράω,,,,,,,,,,,,,,,,,,,v1siie---,,,,,,,
5994,παρεληλυθότος,παρέρχομαι,παραέρχομαι,παρεληλύθω,παρερχομαι (oppure lemma: παρεληλυθώς - da παρέρχομαι. Meglio: παρερχομαι.),παρερχομαι(?),,,,,,,,,,,,,,,,v-srpamg-,,,,,,,
5995,δέονθʼ,δέον,δέω,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
5996,ἀθυμητέον,ἀθυμέω,ἀθυμητέον,,,,,,,,,,,,,,,,,,,a-s---nn-,,,,,,,
5997,πράγματʼ,πράγμα,πρᾶγμα,,,,,,,,,,,,,,,,,,,n-p---na-,n-p---nn-,,,,,,
5998,προσῆκε,προσήκω,προσίημι,προσῆκω,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
5999,ἐνθυμητέον,ἐνθυμέομαι,ἐνθυμητέον,,,,,,,,,,,,,,,,,,,a-s---nn-,,,,,,,
6000,ποτʼ,ποτέ,ποτε,πότε,,,,,,,,,,,,,,,,,,d--------,,,,,,,
6001,ὑπεμείναθʼ,ὑπεμένω,ὑπομένω,,,,,,,,,,,,,,,,,,,v2paia---,,,,,,,
6002,θεάσησθε,θεάομαι,,,,,,,,,,,,,,,,,,,,v2pasm---,,,,,,,
6003,βούλοισθε,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,,v2ppoe---,,,,,,,
6004,ποθʼ,ποθι,ποτέ,ποτε,πότε,,,,,,,,,,,,,,,,,d--------,,,,,,,
6005,Ποτείδαιαν,Ποτείδαια,Ποτειδαία,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
6006,ἐβούλετʼ,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
6007,ἀπόντων,ἀπών,ἄπειμι,ἄπειμι1,,,,,,,,,,,,,,,,,,v-pppamg-,v-pppang-,,,,,,
6008,φίλα,φίλος,φῖλος,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
6009,ἐθελήσητε,ἐθέλω,ἐθελω,,,,,,,,,,,,,,,,,,,v2pasa---,,,,,,,
6010,χρήματʼ,χρήμα,χρῆμα,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
6011,κατερρᾳθυμημένα,καταρρᾳθυμέω,καταῤῥαθυμέω,,,,,,,,,,,,,,,,,,,v-prpena-,,,,,,,
6012,ἐνεῖναι,εἰμί,ἐνίημι,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
6013,βραδυτῆτα,βραδυτής,βραδύτης,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
6014,προελήλυθʼ,προέρχομαι,προελαύνω,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
6015,καθημένους,κάθημαι,,,,,,,,,,,,,,,,,,,,v-pppema-,v-prpmma-,,,,,,
6016,περιστοιχίζεται,περιστοιχίζομαι,περιστοιχίζω,,,,,,,,,,,,,,,,,,,v3spie---,,,,,,,
6017,Δίʼ,Δία,Ζεύς,ζέυς,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
