Forma,Lemma Corretto
ἀκολούθως,['ἀκόλουθος']
εὑρηκέναι,"['εὑρίσκω', 'εὑρίσκω']"
ἐπικειμένης,['ἐπίκειμαι']
χρῶνται,['χράω']
παρενεχθέντες,"['παραφέρω', 'παραφέρω']"
συνεσπασμένοι,"['συσπάω', 'συσπάω']"
κακοπινεῖς,"['κακοπινής', 'κακοπινής']"
ῥυπαρῶς,['ῥυπαρός']
τριβωνάρια,"['τριβωνάριον', 'τριβωνάριον']"
καττύματα,"['κάσσυμα', 'κάσσυμα']"
μύρου,"['μύρον', 'μύρον']"
ἠμφιεσμένους,['ἀμφιέννυμι']
ἐσταλμένους,['στέλλω']
ἐπτοῆσθαι,['πτοέω']
σκυτίνων,"['σκύτινος', 'σκύτινος']"
Εὐανδρίαις,"['εὐανδρία', 'εὐανδρία']"
Ἤλιδι,['Ἦλις']
Ἡρακλείδης,['Ἡρακλείδης']
Λέμβος,"['λέμβος', 'λέμβος']"
Σπάρτην,"['Σπάρτη', 'Σπάρτη']"
καλλίστας,"['καλός', 'καλός']"
Σπάρτης,"['Σπάρτη', 'Σπάρτη']"
ζημιῶσαι,"['ζημιόω', 'ζημιόω']"
βασιλίσκους,"['βασιλίσκος', 'βασιλίσκος']"
Σπάρτᾳ,"['Σπάρτη', 'Σπάρτη']"
προαιρεῖται,"['προαιρέω', 'προαιρέω']"
Τρῶας,"['Τρῶες', 'Τρῶες']"
ἐυκνήμιδας,['εὐκνήμις']
τοιῇδ᾽,"['τοιόσδε', 'τοιόσδε']"
αἰνῶς,"['αἰνός', 'αἰνός']"
ἴδον,['ὁράω']
καθίστων,"['καθίστημι', 'καθίστημι']"
Ἀθάνατοι,"['ἀθάνατος', 'ἀθάνατος']"
ἀνηρείψαντο,"['ἀνερείπομαι', 'ἀνερείπομαι']"
Γανυμήδη,"['Γανυμήδη', 'Γανυμήδη']"
οἷο,"['ὅς', 'ὅς']"
μετείῃ,"['μέτειμι', 'μέτειμι']"
Ἠὼς,['ἠώς']
κεράμων,"['κέραμος', 'κέραμος']"
Χίῳ,"['Χίος', 'Χῖος']"
Κρατῖνον,"['Κρατῖνος', 'Κρατῖνος']"
εἰρηκότος,"['λέγω', 'λέγω']"
Πατροκλέους,"['Πατροκλέης', 'Πατροκλέης']"
ἀνιέναι,"['ἀνίημι', 'ἄνειμι', 'ἀνίημι', 'ἄνειμι']"
ἑταίρων,['ἑταῖρος']
σαυτὸν,"['σεαυτοῦ', 'σεαυτοῦ']"
Γοργίου,"['Γοργίας', 'Γοργίας']"
Ἑταιρίδων,['ἑταιρίς']
ὢ,['ὦ']
περιιόντα,"['περίειμι', 'περίειμι']"
ἐπαγγέλλεσθαι,['ἐπαγγέλλω']
Ἀμάσιος,"['Ἀμάσιος', 'Ἄμασις', 'Ἄμασις']"
ἀναφανδὸν,"['ἀναφανδά', 'ἀναφανδά']"
Κερκώπων,"['Κέρκωψ', 'Κέρκωψ']"
Ὤκιμον,['Ὤκιμον']
κατελήρησα,"['καταληρέω', 'καταληρέω']"
ὦναιδές,['ἀνειδής']
Θάλαττα,"['θάλασσα', 'θάλασσα']"
Κοριαννώ,"['Κοριαννώ', 'Κοριαννώ']"
Ἄντεια,['Ἄντεια']
Θαὶς,"['Θαίς', 'Θαίς']"
Φάνιον,"['Φάνιον ', 'Φάνιον ']"
Ὀπώρα,['Ὀπώρη']
Κλεψύδρα,"['κλεψύδρα', 'κλεψύδρα']"
κενωθείη,"['κενόω', 'κενόω']"
Ἀρείου,['Ἄρειος']
Μητίχην,"['Μητίχη', 'Μητίχη']"
Ἀγροίκῳ,"['ἀγροῖκος', 'ἀγροῖκος']"
Τιμοκλέους,"['Τιμοκλέης', 'Τιμοκλέης']"
Φρύνης,"['Φρύνη', 'Φρύνη']"
πάμπολλ᾽,"['πάμπολυς', 'πάμπολυς']"
Ὀρεσταυτοκλείδης,['Ὀρεσταυτοκλείδης']
Τιμοκλῆς,"['Τιμοκλέης', 'Τιμοκλέης']"
εὕδουσι,"['εὕδω', 'εὕδω']"
Λύκα,"['Λύκa', 'Λύκα']"
Κοναλίς,"['Κοναλίς', 'Κοναλίς']"
Ἱερόκλεια,['Ἱερόκλεια']
Λοπάδιον,"['Λοπάδιον ', 'Λοπάδιον ']"
Κουρίδι,"['Κουρίς', 'Κουρίς']"
Λύκᾳ,"['Λύκα', 'Λύκα']"
παγίσι,"['παγίς', 'παγίς']"
κάθητ᾽,"['καθίημι', 'κάθημαι', 'καθίημι']"
Ἰσοστάσιον,['ἰσοστάσιος']
κομμώσεις,"['κόμμωσις', 'κόμμωσις']"
ὁμοίας,['ὅμοιος']
βαυκίσιν,"['βαυκίδες', 'βαυκίδες']"
ἐγκεκάττυται,['ἐγκασσύω']
ὑπενέδυσ᾽,['ὑπενδύω']
εἰσιδόντας,"['εἰσοράω', 'εἰσοράω']"
στηθί᾽,"['στηθίον', 'στηθίον']"
τοὐνδυτὸν,"['ἐνδυτός', 'ἐνδυτός']"
ἀσβόλῳ,"['ἄσβολος', 'ἄσβολος']"
παιδέρωτ᾽,"['παιδέρως', 'παιδέρως']"
δείκνυται,"['δείκνυμι', 'δείκνυμι']"
παράκειθ᾽,"['παράκειμαι', 'παράκειμαι']"
ξυλήφιον,"['ξυλήφιον', 'ξυλήφιον']"
μυρρίνης,"['μυρσίνη', 'μυρσίνη']"
σέσηρεν,"['σαίρω', 'σαίρω']"
Θετταλὲ,"['Θεσσαλός', 'Θεσσαλός']"
οἰκημάτων,"['οἴκημα', 'οἴκημα']"
οἰφεῖς,"['οἰφέω', 'οἰφέω']"
σκύτη,"['σκῦτος', 'σκῦτος']"
Παννυχίδα,"['Παννυχίς', 'παννυχίς']"
γυμνὰς,"['γυμνάς', 'γυμνός', 'γυμνάς', 'γυμνός']"
λεπτοπήνοις,"['λεπτόπηνος', 'λεπτόπηνος']"
ὕφεσιν,['ὕφεσις']
πρίασθαι,"['πρίαμαι', 'πρίαμαι']"
ἀθλιώτατος,['ἄθλιος']
λαθραίαν,"['λαθραῖος', 'λαθραῖος']"
αἰσχίστην,"['αἰσχρός', 'αἰσχρός']"
στένω,"['στένω', 'στένω']"
Πεντάθλῳ,"['Πένταθλος', 'Πένταθλος']"
μεγαλομίσθους,"['μεγαλόμισθος', 'μεγαλόμισθος']"
κοὐκ,"['καί οὐ', 'καί οὐ']"
ἀνασχετὰ,"['ἀνασχετός', 'ἀνασχετός']"
μειράκων,"['μεῖραξ', 'μεῖραξ']"
ἔξεσθ᾽,['ἔξειμι']
εἰληθερούσας,"['εἰληθερέω', 'εἰληθερέω']"
ἀπημφιεσμένας,"['ἀπαμφιέννυμι', 'ἀπαμφιέννυμι']"
ἐκλεξάμενον,['ἐκλέγω']
ἥδεται,['ἥδομαι']
μεσοκόπῳ,"['μεσόκοπος', 'μεσόκοπος']"
πεπαιτέρᾳ,"['πέπων', 'πέπων']"
κλίμακα,"['κλῖμαξ', 'κλῖμαξ']"
εἰσδῦναι,"['εἰσδύω', 'εἰσδύω']"
ἀχύροισιν,"['ἄχυρος', 'ἄχυρος']"
βιάζονται,"['βιάζω', 'βιάζω']"
ἀπφάρια,"['ἀπφάριον', 'ἀπφάριον']"
τῶνδ᾽,"['ὅδε', 'ὅδε']"
εὐτελῶς,"['εὐτελής', 'εὐτελής']"
τετρεμαίνοντα,"['τετρεμαίνω', 'τετρεμαίνω']"
βινεῖν,"['βινέω', 'βινέω']"
Δρακοντείων,"['Δρακόντειος', 'Δρακόντειος']"
προσκινούμενοι,"['προσκινέομαι', 'προσκινέω']"
Ἀδελφοῖς,"['ἀδελφός', 'ἀδελφός']"
προσιστορῶν,"['προσιστορέω', 'προσιστορέω']"
Σόλων,"['  ', 'Σόλων', '  ', 'Σόλων']"
Κολοφωνιακῶν,"['Κολοφωνιακός', 'Κολοφωνιακός']"
ἠργυρίσαντο,['ἀργυρίζομαι']
εὗρες,"['εὑρίσκω', 'εὑρίσκω']"
Ζεῦ,"['Ζεύς', 'Ζεύς']"
μεστὴν,"['μεστός', 'μεστός']"
πριάμενὸν,"['πρίαμαι', 'πρίαμαι']"
χὢν,['καί ὅς']
λέγ᾽,"['λέγω', 'λέγω']"
ἐνεπορεύετο,['ἐμπορεύομαι']
παρασημαίνεται,"['παρασημαίνω', 'παρασημαίνω']"
Ἀσπασίας,['̓Ασπασία']
Μεγαρέων,"['Μεγαρεύς', 'Μεγαρεύς']"
ἀνερρίπισεν,"['ἀναρριπίζω', 'ἀναρριπίζω']"
δεινόν,"['δεινός', 'δεινός']"
Μεγάραδε,"['Μεγάραδε', 'Μέγαρα']"
νεανίαι,"['νεανίας', 'νεανίας']"
μεθυσοκότταβοι,"['μεθυσοκότταβος', 'μεθυσοκότταβος']"
Μεγαρῆς,"['Μεγαρεύς', 'Μεγαρεύς']"
πεφυσιγγωμένοι,"['φυσιγγόομαι', 'φυσιγγόομαι']"
ἀντεξέκλεψαν,"['ἀντεκκλέπτω', 'ἀντεκκλέπτω']"
κἀκεῖθεν,"['καί ἐκεῖθεν', 'καί ἐκεῖθεν']"
λαικαστριῶν,"['λαικάστρια', 'λαικάστρια']"
μεγαλομίσθων,"['μεγαλόμισθος', 'μεγαλόμισθος']"
γραμματικώτατε,"['γραμματικός', 'γραμματικός']"
πάσας,"['  ', 'πᾶς', '  ', 'πᾶς']"
Ἱέρακος,['Ἱέραξ']
Ἐπικράτης,['̓Επικράτης']
Ἀντιλαίδι,"['̓Αντιλαίς', '̓Αντιλαίς']"
ἀργός,"['ἀργός', 'ἀργός']"
πότις,"['πότις', 'πότις']"
ταὐτά,"['αὐτός', 'αὐτός']"
ὀρῶν,"['ὀρός', 'ὄρος']"
λαγὼς,"['λαγώς', 'λαγώς']"
κἄπειτα,"['καί ἔπειτα', 'καί ἔπειτα']"
νεοττὸς,"['νεοσσός', 'νεοσσός']"
ἀπηγριωμένη,"['ἀπαγριόομαι', 'ἀπαγριόομαι']"
ῥᾷόν,['ῥᾴδιος']
πανταχόσ᾽,"['πανταχόσε', 'πανταχόσε']"
προσίεται,"['προσίημι', 'προσίημι']"
Γεροντομανίᾳ,"['γεροντομανία', 'γεροντομανία']"
συγκαταλέγει,"['συγκαταλέγω', 'συγκαταλέγω']"
ἡμετέρειόν,['ἡμέτερος']
Λαγίσκ᾽,"['Λαγίσκη ', 'Λαγίσκη ']"
Θεολύτη,"['Θεολύτη', 'Θεολύτη']"
Κυνηγίδα,"['κυνηγίς', 'κυνηγίς']"
βινοῦνθ᾽,"['βινέω', 'βινέω']"
Φορμίσιον,"['Φορμίσιος', 'Φορμίσιος']"
κορίσκης,"['κορίσκη', 'κορίσκη']"
στιφρότης,"['στιφρότης', 'στιφρότης']"
τοὐλπιανοῦ,"['̓Ουλπιανός', '̓Ουλπιανός']"
βουληθέντος,"['βούλομαι', 'βούλομαι']"
διήχθρευεν,"['διεχθρεύω', 'διεχθρεύω']"
Σύρᾠ,"['Σύρος', 'Σύρος']"
ὧδ᾽,['ὧδε']
ἐχθρῶν,['ἐχθρός']
ἀριστέρ᾽,"['ἀριστερός', 'ἀριστερός']"
Ἐφίππου,['Ἔφιππος']
Φιλύραν,"['Φιλύρα', 'Φιλύρα']"
ἀριστερὰ,"['ἀριστερός', 'ἀριστερός']"
Μοῦσαι,"['Μοῦσα', 'Μοῦσα']"
Αὔρας,"['Αὔρας', 'Αὔρας']"
Μαμμάκυθον,"['Μαμμάκυθος', 'Μαμμάκυθος']"
ὀρχηστρίδας,['ὀρχηστρίς']
τουτ-,"['οὗτος', 'οὗτος']"
έστιν,"['εἰμί', 'εἰμί']"
προσηγορευμένας,"['προσαγορεύω', 'προσαγορεύω']"
ἔτυμον,['ἔτυμος']
Παρακαταθήκῃ,"['Παρακαταθήκη', 'παρακαταθήκη']"
εὔσχημον,"['εὔσχημος', 'εὔσχημος']"
Ἐμπολῇ,['ἐμπολή']
εἰσίοντ᾽,"['εἴσειμι', 'εἴσειμι']"
ἧσε,['ἥδομαι']
κἀπέδειξεν,"['καί ἀποδείκνυμι', 'καί ἐπιδείκνυμι', 'καί ἀποδείκνυμι', 'καί ἐπιδείκνυμι']"
ἵλεων,['ἴλαος']
Καμπυλίωνι,"['Καμπυλίων', 'Καμπυλίων']"
κοσμίαν,"['κόσμιος', 'κόσμιος']"
κοσμίως,"['κόσμιος', 'κόσμιος']"
πράσων,"['πράσον', 'πράσον']"
ἔσαττον,['σάττω']
ἀπέβρυκον,"['ἀποβρύκω', 'ἀποβρύκω']"
ἀπεγεύεθ᾽,"['ἀπογεύω', 'ἀπογεύω']"
Ὑδρίᾳ,['Ὑδρία']
κεκτημένης,"['κτάομαι', 'κτάομαι']"
δεομένοις,"['δέω', 'δέω']"
εὖρες,"['εὑρίσκω', 'εὑρίσκω']"
πᾶσας,"['πᾶς', 'πᾶς']"
ἐραστὴν,"['ἐραστής', 'ἐραστός']"
βορᾷ,"['βοράω', 'βοράω']"
Κυνηγίδι,"['κυνηγίς', 'κυνηγίς']"
Ἑταίρας,['ἑταίρα']
Ἑταιρίδεια,['ἑταιρίδεια']
Μαγνησίᾳ,"['Μαγνησίη', 'Μαγνησίη']"
Ἑταιριδείων,['ἑταιρίδεια']
συναγαγόντα,"['συνάγω', 'συνάγω']"
θύσαντας,"['θύω', 'θύω']"
Μυθικοῖς,"['μυθικός', 'μυθικός']"
ἰδοῦσαν,['ὁράω']
Περικλεῖ,"['Περικλέης', 'Περικλέης']"
Εὐάλκης,"['Εὐάλκης', 'Εὐάλκης']"
Ἐφεσιακοῖς,['̓Εφεσιακός']
Ἑταίρᾳ,['ἑταίρα']
ἐρωμένην,['ἐράω']
περιβόητος,"['περιβόητος', 'περιβόητος']"
ἔχωσε,['χόω']
Νεαίρας,"['Νέαιρα', 'Νέαιρα']"
γνησίως,"['γνήσιος', 'γνήσιος']"
πιστὴν,"['πιστός', 'πιστός']"
αἵδ᾽,"['ὅδε', 'ὅδε']"
εὐθυμάχων,"['εὐθύμαχος', 'εὐθύμαχος']"
πολιητᾶν,"['πολιήτης', 'πολιήτης']"
εὔχεσθαι,"['εὔχομαι', 'εὔχομαι']"
Ἑλλάνων,['Ἕλλην']
κατεύχονται,"['κατεύχομαι', 'κατεύχομαι']"
τελεσθέντων,"['τελέω', 'τελέω']"
ἐξιὼν,['ἔξειμι']
ἐγκώμιον,"['ἐγκώμιον', 'ἐγκώμιος']"
θύοντος,"['θύω', 'θύω']"
τεὸν,"['σός', 'τεός', 'σός', 'τεός']"
δεῦτ᾽,"['δεῦτε', 'δεῦτε']"
φορβάδων,"['φορβάς', 'φορβάς']"
ἰανθείς,['ἰαίνω']
ἤρξατο,['ἄρχω']
πειθοῦς,"['Πειθώ', 'πειθώ']"
δάκρη,"['δάκρυον', 'δάκρυον']"
Ἐρώτων,['ἔρως']
ποττὰν,"['ὁ', 'ὁ']"
ἄνευθεν,"['ἄνευθε', 'ἄνευθε']"
ἐπαγορίας,['ἐπαγορία']
ἔπορεν,['πόρω']
καρπὸν,"['καρπός', 'καρπός']"
λεξοῦντι,"['λέγω', 'λέγω']"
Ἰσθμοῦ,['ἰσθμός']
σκολιοῦ,"['σκολιός', 'σκολιός']"
ξυνάορον,"['συνήορος', 'συνήορος']"
διαλεγόμενος,"['διαλέγω', 'διαλέγω']"
Ἀφροδίσια,['Ἀφροδίσιον']
Φιλούσῃ,"['Φιλούσα (no lemma; proper name)', 'φιλόω', 'φιλέω']"
Ἀφροδίσι᾽,"['Ἀφροδίσια', 'Ἀφροδίσιον']"
στρατηγίαν,"['στρατηγία', 'στρατηγία']"
στρατηγίου,['στρατήγιον']
στρατηγεῖν,['στρατηγέω']
στρατηγούς,['στρατηγός']
στρατηγοὶ,['στρατηγός']
στρατηγοὺς,['στρατηγός']
στρατηγός,['στρατηγός']
στρατηγὶς,['στρατηγίς']
στρατηγὸν,"['  ', 'στρατηγός']"
στρατηγὸς,"['  ', 'στρατηγός']"
στρατηγῶν,['στρατηγέω']
στρατηλάτεε,['στρατηλατέω']
στρατηλατέειν,['στρατηλατέω']
στρατιά,"['  ', 'στρατιά']"
στρατιάν,['στρατιά']
στρατιήν,['στρατιά']
στρατιωτίδων,['στρατιῶτις']
στρατιωτικῶς,['στρατιωτικός']
στρατιωτῶν,['στρατιώτης']
στρατιώταις,['στρατιώτης']
στρατιὰ,['στρατιά']
στρατιὰν,['στρατιά']
στρατιὴν,"['  ', 'στρατιά']"
στρατιᾶς,['στρατιά']
στρατιᾷ,['στρατιά']
στρατιῆς,['στρατιά']
στρατιῇ,['στρατιά']
στρατοπέδῳ,['στρατόπεδον']
στρατοπεδείαν,['στρατοπεδεία']
στρατοπεδευομένοισι,['στρατοπεδεύω']
στρατοπεδευσάμενος,['στρατοπεδεύω']
στρατοπεδεύονται,['στρατοπεδεύω']
στρατοπεδεύσας,['στρατοπεδεύω']
στρατοῦ,['στρατός']
στρατόν,"['  ', 'στρατός']"
στρατόπεδα,['στρατόπεδον']
στρατόπεδον,"['  ', 'στρατόπεδον']"
στρατὸν,['στρατός']
στρεπτὸν,['στρεπτόν']
στρογγύλῃσι,"['  ', 'στρογγύλος']"
στρουθοὺς,['στρουθός']
στρωμνὰς,['στρωμνή']
στρώματα,['στρῶμα']
στρώννυσι,['στορέννυμι']
στρώσαντες,['στορέννυμι']
στρῶσον,['στορέννυμι']
στωμυλίας,['στωμυλία']
στόλοι,['στόλος']
στόλον,['στόλος']
στόλους,['στόλος']
στόλῳ,"['  ', 'στόλος']"
στόμασι,['στόμα']
στόματι,['στόμα']
στόμια,['στόμιον']
στόμιον,['στόμιον']
στόμωμα,['στόμωμα']
στύπη,['στύπος']
στὰς,['ἵστημι']
στᾶσα,['ἵστημι']
στῆθος,['στῆθος']
στῆσαι,['ἵστημι']
στῇ,['ἵστημι']
συγγίνεσθαι,['συγγίγνομαι']
συγγεγενημένον,['συγγίγνομαι']
συγγεγενημένῃ,['συγγίγνομαι']
συγγεγενῆσθαι,['συγγίγνομαι']
συγγενεῖ,['συγγενής ']
συγγενεῖς,['συγγενής']
συγγενομένης,['συγγίγνομαι']
συγγενομένων,['συγγίγνομαι']
συγγενῆ,['συγγενής']
συγγενῶν,['συγγενής']
συγγινωσκόμενος,['συγγιγνώσκω']
συγγνωσθῆναί,['συγγιγνώσκω']
συγγνώμη,"['  ', 'συγγνώμη']"
συγγνώμην,['συγγνώμη']
συγγνώμονας,['συγγνώμων']
συγγράμματα,['σύγγραμμα']
συγγράφουσιν,['συγγράφω']
συγγραμμάτων,['σύγγραμμα']
συγγραφέα,['συγγραφεύς']
συγγραφέως,['συγγραφεύς']
συγγραφεὺς,['συγγραφεύς']
