form,lemmi_originari,lemmi_dizionario,match_ratio
πρώτῃ,"['πρῶτος', 'πρότερος']",['πρῶτος'],6/12
προέκειτο,['πρόκειμαι'],['πρόκειμαι'],1/1
ἦσάν,"['εἰμί', 'ἄω3']",['εἰμί'],1/3
παρεσκευάζοντο,['παρασκευάζω'],['παρασκευάζω'],23/23
δῆμος,['δῆμος'],['δῆμος'],132/132
χρεῶν,"['χρέος', 'χρέα']",['χρέος'],4/5
διαδατουμένης,['διαδατέομαι'],['διαδατέομαι'],1/1
ἀρχαιρεσίαις,['ἀρχαιρεσία'],['ἀρχαιρεσία'],2/2
μόναι,['μόνος'],['μόνος'],7/7
Σκιπίωνος,"['Σκιπίων', 'Σκίπιωνος']",['Σκιπίων'],3/7
Καρχηδονίους,"['Καρχηδόνιος', 'Καρχηδών']",['Καρχηδόνιος'],55/82
ἀρίστου,"['ἄριστος', 'ἄριστον']",['ἀγαθός'],0/8
προσιών,['πρόσειμι1'],['πρόσειμι'],0/1
ἀνῄρητο,['ἀναιρέω'],['ἀναιρέω'],6/6
Καπιτωλίῳ,"['Καπιτώλιον', 'Καπετώλιον']",['Καπετώλιον'],1/4
μύσος,['μύσος'],['μύσος'],5/5
αἰεί,['ἀεί'],['ἀεί'],16/16
λύπην,['λύπη'],['λύπη'],7/7
ἡδονήν,"['ἡδονά', 'ἡδονή']",['ἡδονή'],3/9
αὑτούς,['ἑαυτοῦ'],['ἑαυτοῦ'],13/13
παρόντα,"['πάρειμι1', 'πάρειμι']",['πάρειμι'],1/20
ἐξειργάσθαι,['ἐξεργάζομαι'],['ἐξεργάζομαι'],2/2
πᾶν,['πᾶς'],['πᾶς'],144/144
Ἀππίου,['Ἄππιος'],['Ἄππιος'],2/2
νεωτέρῳ,['νέος'],['νέος'],4/4
ἐνδεικνύναι,['ἐνδείκνυμι'],['ἐνδείκνυμι'],3/3
ταχὺ,['ταχύς'],['ταχύς'],68/68
ἐπέπρατο,['πιπράσκω'],['πιπράσκω'],2/2
συμμάχοις,['σύμμαχος'],['σύμμαχος'],32/32
ἐπιδιῄρητο,['ἐπιδιαιρέω'],['ἐπιδιαιρέω'],2/2
συμβόλαια,"['συμβόλαιον', 'συμβόλαιος']",['συμβόλαιος'],1/3
ἐνεργῶν,['ἐνεργής'],"['ἐνεργός', 'ἐνεργής']",1/1
ἀργὸν,"['ἀργός2', 'ἀργός1']",['ἀργός'],0/11
δορικτήτοις,['δορίκτητος'],['δορίκτητος'],1/1
ἐθέλοντα,['ἐθέλω'],['θέλω'],0/3
προλέγον,['προλέγω2'],['προλέγω'],0/1
πλησίον,"['πλησίος', 'πλησίον']",['πλησίος'],54/57
ποσὶν,['πούς'],['πούς'],6/6
ἐγίγνοντο,['γίγνομαι'],['γίγνομαι'],27/27
δημεύσεις,['δήμευσις'],['δήμευσις'],3/3
ἐνίων,['ἔνιοι'],['ἔνιοι'],3/3
ἐπελθὼν,['ἐπέρχομαι'],['ἐπέρχομαι'],18/18
ἐνεόχμωσε,['νεοχμόω'],['νεοχμόω'],2/2
δικαζόντων,['δικάζω'],['δικάζω'],3/3
ἐπείξεις,['ἔπειξις'],['ἔπειξις'],1/1
φέροντες,['φέρω'],['φέρω'],23/23
Σκιπίωνα,"['Σκιπίων', 'Σκιπιων']",['Σκιπίων'],10/11
Καγχηδόνα,['Καγχηδών'],['Καγχηδών'],1/1
πολέμους,"['πόλεμος', 'πολεμός', 'πολέμος']",['πόλεμος'],35/37
κεχρημένος,['χράω2'],['χράω'],0/5
ὑπεριδεῖν,['ὑπέρ-εἶδον'],[],0/2
τοῦδε,['ὅδε'],['ὅδε'],66/66
ἐπεξιὼν,['ἐπέξειμι'],['ἐπέξειμι'],2/2
Τουδιτανὸς,['Τουδιτανὸς'],['Τουδιτανὸς'],1/1
ἐδόθη,['δίδωμι'],['δίδωμι'],7/7
ἁψάμενος,['ἅπτω'],['ἅπτω'],2/2
ἐπιφθόνως,['ἐπίφθονος'],['ἐπίφθονος'],4/4
ἑλόμενοι,['αἱρέω'],['αἱρέω'],9/9
ἀπῆν,['ἄπειμι1'],['ἄπειμι'],0/2
τῶνδε,['ὅδε'],['ὅδε'],35/35
στασιάρχων,['στασίαρχος'],['στασίαρχος'],1/1
ἐβόων,"['βοάω', 'βοόω']",['βοάω'],6/7
λῦσαι,['λύω'],['λύω'],8/8
ἐδεδίει,['δείδω'],['δείδω'],4/4
μέχρις,['μέχρι'],['μέχρι'],16/16
λεχθησόμενα,['λέγω3'],['λέγω'],0/1
τραύματος,['τραῦμα'],['τραῦμα'],3/3
εὑρέθη,['εὑρίσκω'],['εὑρίσκω'],9/9
Σκιπίωνι,['Σκιπίων'],['Σκιπίων'],2/2
συνιδών,['σύν-εἶδον'],['συνοράω'],0/1
διʼ,['διά'],['διά'],151/151
πυθόμενοι,"['πυνθάνομαι', 'πύθω']",['πυνθάνομαι'],16/20
τεθνήκει,['θνήσκω'],['θνῄσκω'],0/1
ταφῆς,"['ταφή', 'ταφεύς']",['ταφή'],12/13
τηλικοῦτον,['τηλικοῦτος'],['τηλικοῦτος'],10/10
οἷα,['οἷος'],['οἷος'],56/56
συνέπεσε,['συμπίτνω'],['συμπίπτω'],0/5
κεκτημένοι,"['κτάομαι', 'κτέομαι']",['κτάομαι'],2/3
εἰσηγοῦντο,['εἰσηγέομαι'],['εἰσηγέομαι'],3/3
ἀντέλεγον,['ἀντιλέγω'],['ἀντιλέγω'],7/7
μείζονι,['μέγας'],['μέγας'],8/8
διοισομένους,['διαφέρω'],['διαφέρω'],1/1
ἄσμενοι,['ἄσμενος'],['ἄσμενος'],8/8
τοῦθʼ,['οὗτος'],['οὗτος'],15/15
προτιθέντες,['προστίθημι'],['προτίθημι'],0/2
χωρίων,['χωρίον'],['χωρίον'],33/33
ἐκάλουν,['καλέω'],['καλέω'],24/24
χρείαις,['χρεία'],['χρεία'],8/8
ὑπηκόους,"['ὑπήκους', 'ὑπήκοος']",['ὑπήκοος'],4/15
ποιήσονται,['ποιέω'],['ποιέω'],6/6
τέως,"['τέως', 'τέος']",['τέως'],31/32
ἐπιφαίνεται,['ἐπιφαίνω'],['ἐπιφαίνω'],1/1
Γάιος,"['Γάιος', 'Γάιός', 'Γαῗος']",['Γάιος'],16/27
ἡσυχάσας,['ἡσυχάω'],['ἡσυχάζω'],0/1
αἱρεθεὶς,['αἱρέω'],['αἱρέω'],9/9
εἰωθὸς,"['ἔθω', 'εἴωθα']",['ἔθω'],2/3
δημαρχεῖν,['δημαρχέω'],['δημαρχέω'],4/4
μέσῳ,['μέσος'],['μέσος'],28/28
τοιοῦδε,['τοιόσδε'],['τοιόσδε'],4/4
πολιτεύματος,['πολίτευμα'],['πολίτευμα'],8/8
θαρρῆσαι,['θαρσέω'],['θαρσέω'],3/3
ἐπειπεῖν,['ἐπεῖπον'],[],0/3
ὑφέξει,['ὑπέχω'],['ὑπέχω'],4/4
κατʼ,['κατά'],['κατά'],140/140
ὑπόγυα,['ὑπόγυιος'],['ὑπόγυιος'],1/1
Ἀσίαν,"['Ἀσία', '̓Ασία', 'Ἀσίας']",['̓Ασία'],7/68
πρέσβεις,"['πρέσβυς', 'πρέσβις', 'πρεσβεύς']","['πρέσβυς', 'πρέσβις']",130/132
περιιόντες,['περίειμι1'],['περίειμι'],0/6
ἐκεκράγεσαν,['κράζω'],['κράζω'],2/2
κυρωθέντος,['κυρόω'],['κυρόω'],5/5
ἄρτι,['ἄρτι'],['ἄρτι'],57/57
ἀθρόως,['ἀθρόος'],['ἀθρόος'],12/12
πεῖραν,"['πεῖρα', 'πειράω', 'πείρω']",['πεῖρα'],24/28
μειζόνως,['μέγας'],['μέγας'],2/2
ἄρχοντας,"['ἄρχων', 'ἄρχω']",['ἄρχω'],21/36
ὑπερεπῇρε,['ὑπέρ-ἐπαίρω'],['ὑπερεπαίρω'],0/1
δημάρχοις,['δήμαρχος'],['δήμαρχος'],3/3
θέλοιεν,['ἐθέλω'],['θέλω'],0/3
περιῆν,['περίειμι1'],['περίειμι'],0/9
μόνην,['μόνος'],['μόνος'],12/12
προϊόντες,"['πρόειμι1', 'πρόειμι2', 'προέρχομαι']",['πρόειμι'],0/5
μεταλαβόντες,['μεταλαμβάνω'],['μεταλαμβάνω'],7/7
γευσάμενοι,['γεύω'],['γεύω'],2/2
ἀμετρότερον,['ἄμετρος'],['ἄμετρος'],1/1
εὐθυνῶν,['εὔθυνα'],['εὔθυνα'],4/4
αἰδὼς,['αἰδώς'],['αἰδώς'],5/5
λογισμὸς,['λογισμός'],['λογισμός'],4/4
τυραννίδα,['τυραννίς'],['τυραννίς'],27/27
ἐνετοὺς,['ἐνετός'],['ἐνετός'],1/1
βιαζόμενοι,['βιάζω'],['βιάζω'],4/4
εὐθύνης,['εὔθυνα'],['εὔθυνα'],1/1
παρασχεῖν,['παρέχω'],['παρέχω'],27/27
ὁδοὺς,"['ὁδός2', 'ὁδός']",['ὁδός'],1/13
ἀνὰ,['ἀνά'],['ἀνά'],63/63
ἐργολάβων,['ἐργόλαβος'],['ἐργολάβος'],0/1
ἀποικίας,['ἀποικία'],['ἀποικία'],29/29
πολλάς,['πολύς'],['πολύς'],8/8
Λατίνους,['Λατῖνος'],['Λατῖνος'],5/5
ἐκάλει,['καλέω'],['καλέω'],16/16
εὐπρεπῶς,['εὐπρεπής'],['εὐπρεπής'],3/3
συμμάχων,['σύμμαχος'],['σύμμαχος'],113/113
σταδίων,['στάδιον'],['στάδιος'],0/33
κωλῦσαι,['κωλύω'],['κωλύω'],16/16
δέδοται,['δίδωμι'],['δίδωμι'],3/3
-δʼ,"['δέ', 'οὐδέ']",['δέ'],89/92
φιλανθρωπεύσασθαι,['φιλανθρωπεύομαι'],['φιλανθρωπεύομαι'],1/1
ἡσθεὶς,['ἥδομαι'],['ἥδομαι'],7/7
ἐκπεσὼν,['ἐκπίτνω'],['ἐκπίπτω'],0/3
Λιβύην,['Λιβύη'],['Λιβύη'],42/42
μεθʼ,['μετά'],['μετά'],65/65
ἐψηφισμένης,['ψηφίζομαι'],['ψηφίζω'],0/1
ἔληξαν,['λήγω'],['λήγω'],3/3
στάσεις,['στάσις'],['στάσις'],31/31
Σύλλα,"['Σύλλας', 'Σύλλα']",['Σύλλας'],31/33
Καρχηδονίων,"['Καρχηδόνιος', 'Καρχηδών']",['Καρχηδόνιος'],93/137
φροντίσαντες,['φροντίζω'],['φροντίζω'],2/2
Λιβύῃ,['Λιβύη'],['Λιβύη'],10/10
διέρριψαν,['διαρρίπτω'],['διαρρίπτω'],2/2
ἀποικίαν,['ἀποικία'],['ἀποικία'],22/22
λύσειν,['λύω'],['λύω'],5/5
ἐξέπιπτον,['ἐκπίτνω'],['ἐκπίπτω'],0/1
μεμηνόσιν,['μαίνομαι'],['μαίνομαι'],2/2
ἐοικότες,['ἔοικα'],['ἔοικα'],4/4
ἐψεῦσθαι,['ψεύδω'],['ψεύδω'],2/2
ἔφασκον,['φάσκω'],['φάσκω'],8/8
θρασύτατοι,['θρασύς'],['θρασύς'],2/2
συνελάμβανον,['συλλαμβάνω'],['συλλαμβάνω'],6/6
Καπιτώλιον,"['Καπιτώλιον', 'Καπετώλιον']",['Καπετώλιον'],2/10
συνειλεγμένου,['συλλέγω'],['συλλέγω'],1/1
ἀρχομένου,['ἄρχω'],['ἄρχω'],16/16
σύνοδον,"['σύνοδος1', 'σύνοδος2', 'σύνοδος']",['σύνοδος'],1/10
ἀπέκλινεν,['ἀποκλίνω'],['ἀποκλίνω'],3/3
ἐμβαλὼν,['ἐμβάλλω'],['ἐμβάλλω'],8/8
φείσασθαι,['φείδομαι'],['φείδομαι'],8/8
μᾶλλόν,['μᾶλλον'],['μάλα'],0/14
κατάφωρος,['κατάφωρος'],['κατάφωρος'],1/1
ἀνερριπίζετο,['ἀνά-ῥιπίζω'],['ἀναρριπίζω'],0/1
Καῖσαρ,['Καῖσαρ'],['Καῖσαρ'],25/25
Γαλατίᾳ,['Γαλατίη'],['Γαλατία'],0/3
Πομπήιον,['Πομπήιος'],['Πομπήιος'],27/27
στρατοῦ,['στρατός'],['στρατός'],38/38
ἀφοβίαν,['ἀφοβία'],['ἀφοβία'],2/2
προστάγματός,['πρόσταγμα'],['πρόσταγμα'],1/1
καιρὸν,['καιρός'],['καιρός'],130/130
χαριεῖσθαί,['χαρίζομαι'],['χαρίζω'],0/1
δόξας,"['δοκέω', 'δόξα']","['δόξα', 'δοκέω']",17/17
ἀρξάμενος,['ἄρχω'],['ἄρχω'],14/14
ἐγχειρίδιον,['ἐγχειρίδιον'],['ἐγχειρίδιον'],3/3
ἱεροῦ,['ἱερόν'],"['ἱερόν', 'ἱερός']",22/22
ἀπορούμενοι,"['ἀφοράω', 'ἀπορέω']",['ἀπορέω'],2/4
ἀπολωλεκότες,['ἀπόλλυμι'],['ἀπόλλυμι'],4/4
συνθέμενοι,['συντίθημι'],['συντίθημι'],8/8
συνῄεσαν,['σύνειμι2'],['σύνειμι'],0/3
αὐτάς,['αὐτός'],['αὐτός'],12/12
ἕῳ,['ἠώς'],['ἠώς'],4/4
νεῲ,['ναός'],['ναός'],1/1
Διοσκούρων,['Διόσκοροι'],['Διόσκοροι'],2/2
ἐφήδρευε,['ἐφεδρεύω'],['ἐφεδρεύω'],1/1
τοιάδε,['τοιόσδε'],['τοιόσδε'],44/44
λόφον,['λόφος'],['λόφος'],35/35
αὑτοῖς,['ἑαυτοῦ'],['ἑαυτοῦ'],88/88
διαθέοντές,['διαθέω'],['διαθέω'],1/1
εἶχον,['ἔχω'],['ἔχω'],132/132
Κόιντον,"['Κόϊντος', 'Κόιντος']",['Κόιντος'],7/16
δεόμενοι,"['δέω2', 'δέομαι', 'δέω1']",['δέω'],0/22
Γαλατίας,['Γαλατίη'],['Γαλατία'],0/8
ἐκφυγόντα,['ἐκφεύγω'],['ἐκφεύγω'],3/3
μεγάλῃ,['μέγας'],['μέγας'],16/16
μάχῃ,"['μάχη', 'μαχή']",['μάχη'],74/76
Αἴγυπτον,['Αἴγυπτος'],['Αἴγυπτος'],36/36
ξυλίνης,['ξύλινος'],['ξύλινος'],1/1
γεφύρας,['γέφυρα'],['γέφυρα'],14/14
πέραν,['πέραν'],['πέραν'],13/13
ποταμοῦ,['ποταμός'],['ποταμός'],78/78
ὑπέσχε,['ὑπέχω'],['ὑπέχω'],1/1
ἐμπρήσειν,['ἐμπίμπρημι'],"['ἐμπρήθω', 'ἐμπίμπρημι']",3/3
προσέταξε,['προστάσσω'],['προστάσσω'],18/18
κεφαλὰς,['κεφαλή'],['κεφαλή'],6/6
χρυσίον,['χρυσίον'],['χρυσίον'],23/23
ἀποπνιγῆναι,['ἀποπνίγω'],['ἀποπνίγω'],2/2
Κοΐντῳ,['Κόϊντος'],['Κόιντος'],0/1
θέλοι,['ἐθέλω'],['θέλω'],0/6
νεὼν,['ναός'],['ναός'],9/9
Ὁμονοίας,['ὁμόνοια'],['ὁμόνοια'],1/1
ἔληγε,['λήγω'],['λήγω'],2/2
Πομπηίου,['Πομπήιος'],['Πομπήιος'],24/24
ἀπείρητο,['ἀπό-ἐρῶ'],['ἀπολέγω'],0/1
ἐωνοῦντο,['ὠνέομαι'],['ὠνέομαι'],3/3
εἰσηγήσατο,['εἰσηγέομαι'],['εἰσηγέομαι'],2/2
κατατίθεσθαι,['κατατίθημι'],['κατατίθημι'],3/3
Γρακχείου,['Γρακχείους'],['Γράκχειος'],0/1
γενομένου,['γίγνομαι'],['γίγνομαι'],66/66
ἐξεπεπτώκει,['ἐκπίτνω'],['ἐκπίπτω'],0/1
στρατιωτῶν,['στρατιώτης'],['στρατιώτης'],49/49
πεντεκαίδεκα,['πεντεκαίδεκα'],['πεντεκαίδεκα'],31/31
νομοθεσίας,['νομοθεσία'],['νομοθεσία'],7/7
καθεῖλε,['καθαιρέω'],['καθαιρέω'],3/3
Λεύκιος,['Λεύκιος'],['Λεύκιος'],31/31
στάσεων,['στάσις'],['στάσις'],11/11
Κόιντος,"['Κόϊντος', 'Κόιντος']",['Κόιντος'],3/9
Γλαυκίαν,['Γλαυκίης'],['Γλαυκίας'],0/4
βιοῦντας,['βιάω'],['βιόω'],0/1
ἀμυνούμενος,['ἀμύνω'],['ἀμύνω'],2/2
φυλάξας,"['φυλάσσω', 'φυλάζω']",['φυλάσσω'],3/4
δημάρχων,['δήμαρχος'],['δήμαρχος'],15/15
προεστῶτα,['προίστημι'],['προίστημι'],3/3
στρατευόμενος,['στρατεύω'],['στρατεύω'],5/5
ἐμπεσὼν,['ἐμπίτνω'],['ἐμπίπτω'],0/9
ἐχρήσατο,['χράω2'],[],0/28
παροῦσιν,"['πάρειμι1', 'πάρειμι']",['πάρειμι'],1/11
ἐκδραμών,['ἐκτρέχω'],['ἐκτρέχω'],1/1
κλῃζόμενον,['κλῄζω1'],['κλῄζω'],0/1
προστάτιν,['προστάτις'],['προστάτις'],1/1
κώλυσιν,['κώλῡσις'],['κώλυσις'],0/2
μεγαλουργίαν,['μεγαλοεργία'],['μεγαλοεργία'],2/2
Μέγας,['Μέγης'],['μέγας'],0/2
πολέμου,"['πόλεμος', 'πολεμός']",['πόλεμος'],183/184
κράτει,"['κρατέω', 'κράτος']",['κρατέω'],2/3
θαρροῦντος,['θαρσέω'],['θαρσέω'],2/2
ἀντειπεῖν,['ἀντεῖπον'],['ἀντιλέγω'],0/10
ἀπεδείχθη,['ἀποδείκνυμι'],['ἀποδείκνυμι'],4/4
Γλαυκίας,['Γλαυκίης'],['Γλαυκίας'],0/5
ἀμύναιτο,['ἀμύνω'],['ἀμύνω'],2/2
ἀπιόντι,"['ἄπειμι1', 'ἄπειμι2']",['ἄπειμι'],0/3
κατεκέντησαν,['κατά-κεντάω'],['κατακεντέω'],0/1
πάθους,['πάθος'],['πάθος'],17/17
φανέντος,['φαίνω'],['φαίνω'],5/5
Γάιον,"['Γάιος', 'Γαῗος']",['Γάιος'],7/22
Μετέλλου,['Μέτελλος'],['Μέτελλος'],11/11
Κίμβροι,['Κίμβροι'],['Κίμβροι'],1/1
γένος,['γένος'],['γένος'],106/106
Κελτῶν,['Κελτοί'],['Κελτός'],0/26
κατειλήφεσαν,['καταλαμβάνω'],['καταλαμβάνω'],2/2
Μάριος,"['Μάριος', 'Μάρης']",['Μάριος'],35/36
ἐξελάσας,"['ἐξαιρέω', 'ἐξελαύνω']",['ἐξελαύνω'],2/4
Γαλατῶν,"['Γαλάται', 'Γαλάτης']",['Γαλάται'],7/31
περιεσπάκει,['περισπάω'],['περισπάω'],1/1
προσέκειτο,['πρόσκειμαι'],['πρόσκειμαι'],8/8
ἐπομόσαι,['ἐπόμνυμι'],['ἐπόμνυμι'],2/2
φρονήματος,['φρόνημα'],['φρόνημα'],10/10
μάλιστʼ,['μάλιστα'],['μάλα'],0/13
ἐθάρρουν,['θαρσέω'],['θαρσέω'],4/4
ὑπεστρατευμένοις,['ὑπό-στρατεύω'],['ὑποστρατεύω'],0/1
ἔστε,['ἔστε'],['ἔστε'],5/5
μεγέθους,['μέγεθος'],['μέγεθος'],8/8
πατρίου,['πάτριος'],['πάτριος'],8/8
κατέκανον,['κατά-καίνω'],['κατακαίνω'],0/2
ἐμπειρότατον,['ἔμπειρος'],['ἔμπειρος'],2/2
κυρίᾳ,"['κυρία', 'κύριος']",['κυρία'],1/2
ἐβόα,['βοάω'],['βοάω'],8/8
κυροῦν,"['κυρόω', 'κυρέω']","['κυρόω', 'κυρέω']",3/3
βιαζομένων,['βιάζω'],['βιάζω'],5/5
ξύλα,['ξύλον'],['ξύλον'],32/32
ἀγροίκους,['ἄγροικος'],['ἄγροικος'],2/2
διέστησαν,['διίστημι'],['διίστημι'],6/6
ἐπῄεσαν,['ἔπειμι2'],['ἔπειμι'],0/8
βιασάμενοι,"['βιάω', 'βιάζω']",['βιάζω'],3/6
μέσον,['μέσος'],['μέσος'],44/44
ἐνέδρας,['ἐνέδρα'],['ἐνέδρα'],10/10
οὔποτε,['οὔποτε'],['οὔποτε'],8/8
συναποφηναμένου,['συναποφαίνομαι'],['συναποφαίνω'],0/1
